Protein	UniquePeptides	TotalPSMs	Cp1	Cp2	Lf1	Lf2	Mt1	Mt2	Cp1_noPF	Cp2_noPF	Lf1_noPF	Lf2_noPF	Mt1_noPF	Mt2_noPF
AT1G01050.1	2	3	0	20895991.32	340536500	251984510	56875791.51	45299561.04	0	0	168095860	251984510	0	0
AT1G01080.1	14	35	2187003335.77	554415338.946	2163210366	2164582009.949	417254489.063	618136362.55	1571612866.06	174635152.816	1182363230	1808578748.28	0	0
AT1G01090.1	12	24	1923516329.09	526478632.09	964673072	955494219.67	550236447.084	867393392.325	1508810388.69	336248025.04	244486552	583701939.36	0	0
AT1G01100.1	1	4	0	0	50186676	0	0	91835652.2	0	0	50186676	0	0	91835652.2
AT1G01140.1	1	1	0	0	26988270	26761006.71	27151185.98	12555421.94	0	0	0	26761006.71	0	0
AT1G01170.1	9	25	106660550.688	111271263.755	918792404	1112038370.84	12475197646.3	9330046097.6	0	0	563003576	993332310.84	11987750247.8	9330046097.6
AT1G01290.1	4	5	0	0	0	10143674.31	476562067.11	461912499.49	0	0	0	0	291714555.52	423771593.24
AT1G01300.1	2	2	0	3541547.674	213797296	166527115.32	32537980.424	25655524.89	0	0	85142544	98867289.43	0	0
AT1G01320.1	4	7	24740267.33	0	181883988	117848792.38	77088262.95	103125671.97	0	0	141214396	37283192.25	77088262.95	22181403.15
AT1G01370.1	4	5	0	0	0	0	633343154.61	807952499.44	0	0	0	0	633343154.61	0
AT1G01420.1	3	3	72581247.46	0	48182805	132866483.67	0	0	0	0	0	132866483.67	0	0
AT1G01470.1	4	5	5328717.422	0	1755432768	1300927148.679	99881594.7	85446047.26	0	0	1005941760	799787514.1	60144084.04	0
AT1G01620.1	2	4	0	0	688616208	145978537.4	36553602.74	104461336.1	0	0	688616208	145978537.4	36553602.74	0
AT1G01725.1	4	9	11810037.045	19300049.332	37471623	102154897.07	852624775.98	989147954.07	0	12171658.64	0	29629725.04	852624775.98	907298200.93
AT1G01790.1	17	36	1418785742.1	461670193.34	1287117741	1631094429.766	427432148.646	392149709.39	1230969541.18	199756789.71	493004276	1071832603.56	45563135.53	0
AT1G01800.1	6	10	37522502.261	46249924.07	1031631256	1354352972.8	52394472.781	48747888.17	0	0	1031631256	562202284.2	0	19361107.67
AT1G01820.1	3	6	19106898.27	0	194130648	206498688.08	369872516.517	242381350.9	0	0	156428792	0	363027282.97	227282448.69
AT1G01900.1	1	1	0	4661447.619	18562710	27473085.89	0	0	0	0	18562710	0	0	0
AT1G01910.1	2	3	0	0	97807332	74005465.44	17233645.6	88372356.442	0	0	97807332	39988562.3	0	0
AT1G01960.1	4	5	13011096.66	0	128434238	125306054.18	10130997.45	0	0	0	89163346	63415138.13	0	0
AT1G02090.1	2	2	0	0	64075748	46157808.66	0	0	0	0	64075748	0	0	0
AT1G02100.1	1	1	0	0	22270484	21483110.14	0	0	0	0	0	21483110.14	0	0
AT1G02120.1	1	1	0	0	20395104	24683876.13	26665643.11	32569570.29	0	0	20395104	0	0	0
AT1G02130.1	2	3	0	39159977.97	290368848	253772766.86	0	48723766.27	0	39159977.97	68498704	77583780.66	0	0
AT1G02140.1	3	4	0	24243170.24	252428160	253540826.95	14832775.54	0	0	0	143198024	213524452.64	0	0
AT1G02150.1	3	5	142384400.6	22337599.754	37230428	30051751.57	0	0	142384400.6	0	37230428	30051751.57	0	0
AT1G02160.1	3	4	0	5122323.651	21203715.5	0	392139083	531649243.68	0	0	0	0	230887714.3	503942975.8
AT1G02170.1	1	1	1204478.705	2280916.66	72442776	70698360.2	45643778.09	49381929.92	0	0	72442776	0	0	0
AT1G02270.1	1	2	0	0	0	0	55290760.84	53389085.32	0	0	0	0	55290760.84	53389085.32
AT1G02280.1	4	7	352089962.1	163433308.746	88117428	159721834.75	121642309.84	135580664.46	172145605.5	31772410.6	0	51008956.75	82896752.93	23045872.07
AT1G02305.1	3	5	0	10190383.78	73979812	22819739.71	106885685.38	0	0	0	73979812	0	85226628.67	0
AT1G02335.1	1	1	0	9409467.725	55143108	38437055.38	9229866854	9832157359	0	0	55143108	0	0	0
AT1G02360.1	1	2	0	0	44550132	37622012.53	6460709.912	10222936.34	0	0	44550132	37622012.53	0	0
AT1G02370.1	5	6	0	0	0	0	595166662.37	426066344.74	0	0	0	0	498929137.32	275390716
AT1G02410.1	5	7	0	5485777.285	10560069	16917256.24	524717658.67	333460489.36	0	0	0	0	524717658.67	162143241.5
AT1G02475.1	3	7	419020250.2	354956033.45	121720320	446447356.4	172762087.92	113741097.3	419020250.2	307535031.5	121720320	0	116582816.1	0
AT1G02500.1	3	4	66045698.88	21020671.158	484884560	379646086.5	180725299	250406854.69	0	0	404394432	239385002.8	0	101315978.3
AT1G02560.1	11	36	3898467226.355	1077480378.46	2255213422	1989201392.42	464061661.57	465432627.271	2624826881.2	759347214.53	1268598534	1532677049.8	0	0
AT1G02730.1	1	1	0	0	531825856	405741286.5	44416637.67	93028715.28	0	0	0	0	0	93028715.28
AT1G02780.1	7	26	35907745.99	59553226.243	1178584648	786373488.54	632184122.9	665707898.03	23112392.44	48916122.39	1169172880	781266667.89	459841628.13	325065071.38
AT1G02820.1	1	1	63903937.82	72462437.27	22543980	0	25742946.46	45933288.22	0	0	0	0	0	45933288.22
AT1G02910.1	14	29	950770200.268	1392061436.67	723316408	599572052.82	96926297.468	116775671.286	584554775.44	1392061436.67	209544064	117143283.98	0	0
AT1G02920.1	3	7	87342746.96	39332260.573	902223136	409116029.98	66369002.53	0	0	29900922.92	334661984	327812673.1	0	0
AT1G02930.1	6	15	87167860.88	167890490.428	1351174838	1668493130.37	220383133.14	256689020.33	25013617.47	43867477.95	1227724136	727241684.97	147295412.8	201893799.27
AT1G02950.1	1	2	0	0	58679512	41910583.85	0	0	0	0	58679512	41910583.85	0	0
AT1G03000.1	1	1	0	2845214.891	0	0	116354984.8	41324924.36	0	0	0	0	0	41324924.36
AT1G03030.1	3	6	97884483.26	52935047.14	80718402	159064310.22	11099659.02	0	73588587.29	52935047.14	0	68850266.36	0	0
AT1G03090.1	32	65	46775246.64	78863930	530537283.5	479471748.7	9677521931.84	8666842031.703	0	0	113008976	221217310.16	8877611489.12	7790531637.06
AT1G03100.1	1	3	137334817.8	111289056.7	762486528	915831764.4	39820019.15	28428568.53	0	111289056.7	762486528	915831764.4	0	0
AT1G03130.1	1	4	9081948091	12898039418	3654888960	0	0	0	9081948091	12898039418	3654888960	0	0	0
AT1G03160.1	36	75	2080363673.426	3017804061.95	991539318.5	1334029657.147	411503306.106	1107520154.893	1568393290.4	2469130394.26	268442885	641867105.63	0	0
AT1G03220.1	3	4	0	6234877.765	293346500	167805318.63	9094392.164	204698571.03	0	0	293346500	95091204.51	0	0
AT1G03230.1	5	7	0	48386432.933	263093488	117644921.07	6874141.342	0	0	0	263093488	54241135.78	0	0
AT1G03310.1	3	8	107997905.79	30327249.42	63818728	175470649.75	0	0	107997905.79	16653331.84	63818728	175470649.75	0	0
AT1G03330.1	2	2	0	0	138170932	110793944.6	5495469.195	889197918.44	0	0	138170932	0	0	0
AT1G03350.1	1	2	0	0	29827098	0	0	0	0	0	29827098	0	0	0
AT1G03400.1	1	1	0	8958570.768	12131670	10079628.55	0	0	0	0	12131670	0	0	0
AT1G03475.1	23	74	10515557419.82	3942837760.36	15286614408	13959154068.798	1591521574.313	2066397318.54	9728248156.22	1418220257.62	4791970291	4221373581.88	0	0
AT1G03600.1	13	73	18112386804.819	25951862072.27	12424952017	12743158933.12	7856612270.05	7777510751.68	14353922267.2	25928489284.9	9723483962	7634326166.3	4861293053.05	6117762707.08
AT1G03630.1	21	83	6515331638.624	3927021276.696	3029639855	1987794475.927	1954234745.27	1469393811.5	5977376901.414	3725869139.05	1725869800	745920367.27	1599310613.82	772647736.92
AT1G03680.1	6	28	7277362257.5	2294050749.43	7039331824	8748577253.6	73614140.194	48113247.25	4838988913.5	1281046146.03	7039331824	6324228435.6	42023685.05	0
AT1G03860.1	15	38	18856941.575	178567540.6189	1057938920	1301979958.78	14401738258.9	17076192783.29	0	0	351621514	418635160.3	13754962807.6	14322147791.79
AT1G03870.1	5	16	0	0	1181996223.3438	1149382886.2	110763825.21	25068635.946	0	0	1181505404	1149382886.2	40578360.31	0
AT1G03900.1	2	3	0	8034292.517	125369368	17027024.76	13352402.28	0	0	0	125369368	17027024.76	0	0
AT1G04040.1	32	98	132688379.544	274643943.613	385665481.1094	345171719.51	44955599841.16	35595675240.87	0	9761074.936	76044232	46018131.29	38536057677.35	32239359614.87
AT1G04080.1	8	9	40944809.09	35399051.02	415758270	423851295.83	0	0	0	0	235162590	240860782.57	0	0
AT1G04170.1	5	6	37010641.79	0	384241456	257572762.11	41188219.06	70611672.1	0	0	349748696	55314659.34	0	39132878.57
AT1G04190.1	3	3	1906042.841	0	69467576	99371562.35	36519990.63	49335845.232	0	0	0	99371562.35	0	0
AT1G04210.1	1	1	19103569.4	31204814.79	10764155	12722533.25	0	0	0	31204814.79	0	0	0	0
AT1G04270.1	2	7	7944364.457	30129671.52	1093958080	1083790090.26	124609237.9	179801929.92	0	0	1093958080	1083790090.26	0	151148047.2
AT1G04280.1	3	5	27330667.85	0	0	5014039.533	115915705.1	101125968.95	0	0	0	0	115915705.1	72980598.53
AT1G04410.1	7	24	178272410.67	119885653.12	4070297040	3623492186.9	1203194309.65	1667574959.49	13408468.66	46831434.65	3988927752	3440179222.3	853612147.8	689392314
AT1G04420.1	10	33	1792509960.62	433393322.94	2229998928	2852906472.96	573424334.91	863988408.29	1707182296.17	201729682.04	1936989264	2633036460.26	0	0
AT1G04430.1	15	23	58044758.95	0	205906274	145179936.56	929763406.2	1278269298.12	0	0	80611622	0	834791466.73	860404700.29
AT1G04510.1	1	1	0	0	55062992	67181357.23	0	0	0	0	0	67181357.23	0	0
AT1G04530.1	4	8	0	0	296421624	199153114.47	13006422.58	30433324.61	0	0	296421624	183524451.32	0	30433324.61
AT1G04620.1	17	39	936459376.933	2137777971.476	564879805	973963639.124	167062346.61	220161579.56	823229348.1	2078339759.53	180664604	458507629.21	0	0
AT1G04630.1	2	5	0	0	70292680	48619800.06	777675401.8	834166260.1	0	0	0	0	777675401.8	834166260.1
AT1G04640.1	18	41	36630610.342	34758362.483	414502989.25	501230743.575	11412704384.94	8806375868.63	0	0	369410250.25	295771722.33	8007509530.24	7536381076.07
AT1G04690.1	12	25	53357426.058	49852679.533	2007658889	2006330927.63	574141795.31	370039060.01	0	0	1337402025	1632444914.73	340293405.88	68556761.5
AT1G04820.1	1	4	0	0	515048636	0	60536758.98	54115205.73	0	0	515048636	0	60536758.98	0
AT1G04850.1	2	4	0	0	93123552	109495773.42	0	0	0	0	93123552	109495773.42	0	0
AT1G04900.1	5	8	21925576.08	44220964.78	22062412	36575734.09	342151046.19	232342499.46	0	0	0	36575734.09	91819541.95	218930354.64
AT1G04910.1	1	2	0	3704400.866	0	7559087.951	39735389.83	22833235.48	0	0	0	0	39735389.83	22833235.48
AT1G04940.1	1	2	55280060.97	33474510.86	27128534	60094952.54	30903140.17	52111481.56	55280060.97	33474510.86	0	0	0	0
AT1G04980.1	2	3	0	0	94414828	25179424.515	29070838.94	13107096.69	0	0	94414828	16249602.83	0	0
AT1G05010.1	3	7	0	0	550423307	569970985.8	51575972.17	69128167.51	0	0	550423307	345450390.5	0	0
AT1G05030.1	2	2	20186801.002	49340278.15	0	0	0	0	13011670.42	18497264.19	0	0	0	0
AT1G05060.1	2	2	0	0	10595297	11065726.38	152875319.55	149818151.89	0	0	0	11065726.38	82347416.89	0
AT1G05140.1	5	9	167587488.08	304123559.58	54191193	116729408.65	25902220.37	148274120.34	167587488.08	304123559.58	0	0	0	0
AT1G05150.1	1	2	0	0	19735790	0	0	0	0	0	19735790	0	0	0
AT1G05180.1	1	1	0	3423187.117	173349360	0	0	20889628.83	0	0	173349360	0	0	0
AT1G05190.1	21	92	13792167478.78	3935079134.3	9600809228	7719513704.49	3773297882.76	3791726600.34	12170898355.4	2827397480.7	7929118176	7480903704.7	3156680316.12	2295410271.53
AT1G05205.1	1	1	0	0	0	0	89383304.74	110430086.8	0	0	0	0	0	110430086.8
AT1G05270.1	9	20	29730275.36	11481723.0196	203353923	211267767.71	1584261394.85	1435576636.22	0	231522.3566	0	0	1269323213.4	1435576636.22
AT1G05350.1	2	4	0	0	79140964	14268029.84	11823216.76	0	0	0	79140964	14268029.84	0	0
AT1G05385.1	5	10	357777187.45	259686495.34	176909498	310737995.11	12489062.14	47213022.39	103944100.7	197610576.4	100487492	247804128.95	0	0
AT1G05430.1	4	6	8957839.383	0	69082857	18701312.91	154402148.45	190894598.83	0	0	0	0	154402148.45	93426705.89
AT1G05500.1	4	6	0	0	148623618	173481814.54	168158538.47	99414966.5	0	0	96449798	25276672.05	60892640.57	99414966.5
AT1G05560.1	2	4	0	0	119374484	135419471.78	130352031.8	108378541.5	0	0	119374484	135419471.78	0	0
AT1G05940.1	1	2	0	0	12266864	11947129.81	0	0	0	0	12266864	11947129.81	0	0
AT1G06000.1	4	4	0	0	174379656	352482563.73	9303684.676	0	0	0	0	352482563.73	0	0
AT1G06130.1	8	19	75084854.799	38297818.966	355391397	337227900.25	2622217479.24	1525267198.22	68035545.18	0	60054712	267205749.43	2586316230.9	1430625594.2
AT1G06190.1	8	14	583991915.288	296786707.219	164719752	144966882.27	236151646.411	224283233.643	391097555.07	261624141.199	78989380	0	0	0
AT1G06200.1	2	3	0	0	14968447	12493100.34	81820892.52	105839463.57	0	0	0	0	81820892.52	83893129.57
AT1G06210.1	3	3	20778268.17	15564454.49	75076570	98767482.3	144497132.94	133913000.88	0	0	61331544	39978779.14	0	0
AT1G06220.1	2	2	0	8339159.759	52259088	50296450.26	30035949.66	0	0	0	36071224	18692382.23	0	0
AT1G06290.1	13	23	57387185.561	18104247.402	365747188	221701076.23	691680771.03	608677322.39	0	0	223118948	151984809.13	582498142.69	339902534.06
AT1G06400.1	6	14	5725374.132	103694779.457	576724248	357381892.14	85392950.78	141633469.84	0	72820720.89	476420288	89271711.49	0	108553333.4
AT1G06410.1	3	5	0	0	90000874	52152660.95	33020998.433	44774225.15	0	0	68558418	52152660.95	0	0
AT1G06430.1	11	37	2241404989.183	4720707430.72	1426444264	1525102411.57	717157351.82	255877149.23	2145342826.96	4630590827.61	1361964248	929229767.35	0	0
AT1G06460.1	10	23	41423402.629	109276298.824	168420714	214260418.52	3507490941.54	3830209323.41	0	0	76419624	114971139.07	2089079246.74	3729115660.13
AT1G06510.1	3	5	120040583.59	22089602.62	74253152	95296376.01	0	8760602.703	120040583.59	0	74253152	95296376.01	0	0
AT1G06530.1	30	71	100415037.784	19876792.318	819727564	678092739.565	15453946839.28	17307305412.1315	0	0	416975714	98185285.52	14478717965.38	15563938356.87
AT1G06640.1	2	3	0	0	206223800	162325999.77	7701186.46	10652627.62	0	0	206223800	90336339.79	0	0
AT1G06680.1	19	397	150973194448.239	160007608155.37	79928067540	77918015400.2531	4430585246.946	4237932016.25	150894960946.519	159891481310.07	79899297468	74085440443.12	3767968337.4	1935831989.9
AT1G06690.1	11	29	1675602664.38	1088953585.54	1391688984	2158780666.69	385344303.28	365739947.678	1528305031.08	559418317.39	862014624	1822878500.5	128404150.36	0
AT1G06700.1	2	2	3862705.372	0	0	0	1171395222.9	3753015442.83	0	0	0	0	27940147.9	3702606745
AT1G06760.1	6	10	1439829.551	19810980.69	39460911	36048314.2	921024049.97	898069582.95	0	0	0	0	921024049.97	610738689.1
AT1G06820.1	7	15	593221171.38	275621500.48	243318116	202973711.09	58271782.71	29413577.07	593221171.38	196268289.86	81894142	48751982.23	0	0
AT1G06890.1	3	4	3183399.173	9134799.213	158537562	16106482.25	218728920.59	187309948.74	0	0	0	0	218728920.59	91599502.87
AT1G06950.1	52	146	8143906719.348	2547468327.401	5516349147.25	4514146225.76	1806184879.966	1731824418.781	7134940989.77	1597949682.01	3566973952	2401471667.88	756305904.87	692296972.14
AT1G07010.1	1	1	0	0	9647116	59496028.19	0	0	0	0	0	59496028.19	0	0
AT1G07030.1	1	1	0	0	0	0	69079701.28	108875353.2	0	0	0	0	0	108875353.2
AT1G07040.1	12	23	223289401.158	47555862.28	226145565	367086457.03	1205644389.7	1007765450.36	184710592.75	12326442.42	112951004	68022623.07	1205644389.7	348913560.68
AT1G07090.1	2	3	4546799.44	17847158.953	0	14751916.18	100648315.94	78961833.78	0	0	0	0	100648315.94	57267034.66
AT1G07110.1	9	16	30145389.623	22783812.48	481260310	431362030.06	95236330.9	162231844.94	0	0	317838320	319479866.77	59916993.25	20581606.45
AT1G07140.1	4	14	2159905.028	3019513.574	1264405372.5	788250694.56	130354287.73	50059947.574	0	0	1161171260.5	788250694.56	20779368.08	0
AT1G07180.1	8	13	32335707.283	0	123481304	99601035	797263319.21	828994805.5	0	0	0	0	569271984.71	731978804.22
AT1G07210.1	3	4	0	0	13070132	9101682.984	152388565.87	162280832.74	0	0	0	0	152388565.87	60307483.08
AT1G07240.1	1	1	0	0	24372914	24713981.46	0	0	0	0	24372914	0	0	0
AT1G07250.1	4	5	0	0	164631996	157540608.86	11737825.27	17685556.58	0	0	81616552	117321841.68	0	0
AT1G07320.1	14	59	8913630870.08	3136045949.63	4894623125.13	4631804097.21	1161611451.629	1156085607.53	7715488780.08	2785882983.33	3242541683.13	3937371349.68	209026571.91	80224453.09
AT1G07440.1	3	3	0	0	69011348	478233804.32	0	29592448.32	0	0	0	478233804.32	0	0
AT1G07510.1	8	12	70300599.46	46914303.76	37382828	191083535.47	422522376.07	399542629.47	0	0	0	0	339259071.13	230898771.99
AT1G07615.1	2	3	2575012.231	0	0	0	80888718.42	85797486.74	0	0	0	0	80888718.42	47364451.29
AT1G07670.1	10	16	9048280.353	49876083.787	272483729	207925169.282	219536703.632	288950986	0	0	158230347	144658843.72	144416071.06	201385976.02
AT1G07700.1	3	9	187647695.98	38626977.81	168102432	223449095.6	64370161.25	56619196.85	187647695.98	13184869.69	91861520	61820384.33	0	0
AT1G07750.1	4	5	193116848.021	212246786.9	386234036	572690683.83	52093064.95	43870421.86	0	0	321516988	290708884.53	0	0
AT1G07790.1	2	5	135077224.7	56659182.9002	468005840	916854315.1	290837077	374055079.1	0	0	0	121789241.3	290837077	374055079.1
AT1G07830.1	3	5	551810778.7	2538973.902	81165582	164035252.6	192174292.27	271297933.15	0	0	0	0	29401895.07	271297933.15
AT1G07890.1	18	66	159313345.634	146691111.603	12953666304.8	15237371202.79	1328789579.79	1518063099.09	33767346.85	112040040.99	12876077416.8	13876519384.24	743750740.04	989994053.24
AT1G07920.1	36	198	3382511503.63	4857223683.981	79959201739.5	67278350464.24	51941052307.99	52333696242.38	2235251937.72	3311350883.61	79457474782	65334309042.39	50050875318.03	45591614947.56
AT1G07990.1	1	2	0	0	20928352	29493012.04	0	0	0	0	20928352	29493012.04	0	0
AT1G08110.1	10	32	390957714.41	470201915.002	1999297932	2238471349.52	557257498.625	323281981.21	323588916.26	50535014.61	1399628028	2148530066	302450539.18	196291049.73
AT1G08160.1	2	3	0	1949778.761	124419204	82905252.65	0	0	0	0	124419204	56254770.31	0	0
AT1G08190.1	1	1	0	4779014.352	12545884	32686346.18	0	0	0	0	0	32686346.18	0	0
AT1G08200.1	4	6	0	2530546.084	354142640	321310653.23	41800294.23	37922161.384	0	0	354142640	90240887.42	0	0
AT1G08220.1	4	7	0	0	0	0	325384581.137	304414158.47	0	0	0	0	325384581.137	193963969.28
AT1G08360.1	3	6	0	26853123.87	827729740	842530555.48	303789889.88	234433999.053	0	0	133665488	794309597.4	277744253.4	197778655.4
AT1G08370.1	2	2	0	0	80915808	69500990.35	12062617.04	0	0	0	38935260	40239621.89	0	0
AT1G08380.1	1	4	176114762.9	0	0	0	0	215117878.8	176114762.9	0	0	0	0	0
AT1G08420.1	3	4	21813423.079	0	102586850	141227286.64	14962796.26	19695364.896	0	0	74512784	141227286.64	0	0
AT1G08450.1	18	31	128892740.018	51804455.124	2843272833.5	1209769057.4	1462167729.593	1321437050.76	0	0	2187929177.5	422269801.72	1015085736.07	799361549.89
AT1G08480.1	14	34	153224614.5702	48973599.505	607799420	682757256.13	7887899189.545	9452676676.4038	0	0	473488416	415389938.46	7722422503.245	8970942356.7
AT1G08490.1	4	6	163307551.95	22159451.5	157653416.5	143545007.048	14241887.649	5654537.646	64357246.7	14615383.22	151818860	0	0	0
AT1G08520.1	25	48	2529966139.347	428604989.179	1200452556	696113981.19	620220667.472	406065543.995	2484327921.797	93248472.153	425806568	210562946.75	88699566.12	37674815.74
AT1G08530.1	1	1	26498578.43	15839456.02	0	0	4294530.407	0	26498578.43	0	0	0	0	0
AT1G08550.1	18	38	2082690227.381	2420022684.58	817628500.75	1101619056.1224	73748018.93	36181901.982	1536320392.71	2358823648.05	670020344	719279144.2	0	0
AT1G08620.1	1	1	0	0	0	0	28496787.05	52391167.82	0	0	0	0	0	52391167.82
AT1G08640.1	6	17	714719157.989	275186997.921	410716560	680575520.216	102773753.89	93132679.31	376493611.789	256769160.95	348096800	657256153.3	65810628.73	0
AT1G08660.1	1	1	7117600.612	12129303.32	11205360	13191143.6	0	0	0	0	0	13191143.6	0	0
AT1G08750.1	1	1	0	0	36282732	28514071.2	0	0	0	0	36282732	0	0	0
AT1G08820.1	1	1	0	0	25746930	27409510.38	0	0	0	0	0	27409510.38	0	0
AT1G08830.1	3	12	86876681.88	33583378.11	3730683104	3627792286	744937464.93	576322928.52	0	0	3730683104	3627792286	674257915.2	554379908.3
AT1G08880.1	1	2	11101441.89	38325989.13	6110372	0	146191683.4	0	0	38325989.13	0	0	146191683.4	0
AT1G08930.1	5	8	807626149.1	239857093.4	660954254	612535207.542	429227489.56	356816209.68	0	0	34281702	13189264.7	429227489.56	22767154.48
AT1G08970.1	2	2	19420937.19	4743974.821	152704036	93738251.07	117730252	159536681.12	0	0	152704036	0	0	0
AT1G08980.1	7	10	29579727.85	13274863.322	699626344	644254295.47	201996131.43	242130253.75	0	0	315335440	508617910.68	0	0
AT1G09010.1	7	9	59080262.626	0	425969536	212003087.149	167572302.008	207303273.168	0	0	320741100	209828151.14	0	0
AT1G09020.1	6	9	66416902.31	18387736.83	308075296	436881975.03	9478302751.76	20068089891.69	0	0	228781480	176747517.43	0	0
AT1G09070.1	4	7	4723110.386	3293797.868	751431952	233493596.773	308503806.78	162444027.2	0	0	165108944	0	273146974.77	134824174.09
AT1G09080.1	1	1	29920400	69760606.58	35325836	14766617.76	18593976.51	19624486.31	0	0	35325836	0	0	0
AT1G09130.1	11	32	1901796146.44	520321134.49	1377408888	1184712947.82	124585465.824	84236646.59	1783046929.92	383663741.96	882164276	1110822116.7	46846977.59	0
AT1G09210.1	13	31	30911581.503	13370334.589	2063926870	1649416618.47	452155914.67	400964285.56	0	0	1892246934	1420076256.97	269102784.3	164908454.23
AT1G09220.1	1	2	0	0	65897988	45561592.06	62567546.56	60216454.64	0	0	65897988	45561592.06	0	0
AT1G09270.1	2	2	0	0	114321304	81914508.03	0	0	0	0	114321304	0	0	0
AT1G09300.1	5	6	0	0	0	11106049.71	346761331.54	282885066.95	0	0	0	0	242923655.24	125773868
AT1G09310.1	8	15	517812976.28	102636924.71	4758003598	2996308921.32	538847766.154	462473840.17	0	0	2411444878	2909861348.87	472014220.04	209164620.2
AT1G09330.1	1	1	5543520.923	9198691.445	76553360	37458133.87	21589456.74	18483025.76	0	0	76553360	0	0	0
AT1G09340.1	36	219	42483049511.652	7273556316.55	36194212672	38016128742.004	14118874962.645	11929963092.3	36958716733.7	6740676558.09	32276325417	36149731745.6	10723875759.1	10428143615.65
AT1G09430.1	4	6	142133269.842	137705486.1	672845280	487444331.41	148035689.94	109827586.75	0	0	373746240	473074368.6	0	0
AT1G09490.1	2	3	4820618.045	0	64800320	82097237.95	0	53147649.91	0	0	45731832	82097237.95	0	0
AT1G09560.1	2	6	64247610	284991832.2	387081223	241862375.43	12295927.59	0	0	167059469.5	387081223	241862375.43	0	0
AT1G09590.1	8	22	133647647.501	127091443.2181	1942562337.5	1880383188.6	1277776002.55	1894265378.86	87291172.79	44586526.53	1942562337.5	1764372654.3	802282849.65	1615703269
AT1G09620.1	20	41	77592894.7448	94518937.102	1673494858	1654283830.56	898279276.81	750711392.51	0	0	1535971522	1226991170.82	669206827.03	207178824.7
AT1G09630.1	3	7	2034002.046	12726934.95	157124040	143895226.88	4441715.322	0	0	12726934.95	157124040	111046352.7	0	0
AT1G09640.1	8	24	106972928.226	183303836.28	3452306572	3167798572.61	423694595.39	561454917.82	36432464.15	91370966.48	3424270868	3167798572.61	0	0
AT1G09740.1	2	3	0	5587694.35	98163968	101965750.97	463889395	1650330820.61	0	0	52870220	101965750.97	0	0
AT1G09750.1	10	27	44183343.06	85042383.022	5631369240	3285704718.61	952452465.46	874389189.82	0	0	3777535972	2460944700.47	389795223.06	730956603.42
AT1G09760.1	7	14	29024706.54	0	333437646	356637348.83	202444197.79	307225246.53	0	0	249287408	356637348.83	0	0
AT1G09770.1	1	1	0	3615121.085	33864920	22613365.71	5299519.183	0	0	0	0	22613365.71	0	0
AT1G09780.1	14	21	822398376.087	1103115993.68	1910144263.25	1595602848.763	149534711.004	344423568.995	0	0	1245227036	1012281136.303	27174859.25	145069414
AT1G09794.1	3	3	48962781.72	0	220330486	232252167.85	259079380.81	145051531.8	0	0	0	0	57211985.31	145051531.8
AT1G09795.1	10	25	969695636.92	207135223.03	685597560.75	503508377.39	35761850.848	69049861.61	969695636.92	159835355.37	343364236.75	389197356.8	0	0
AT1G09830.1	11	28	737081877.02	193313888.669	747547374.625	880749868.8714	74278265.7543	282200423.7769	605916188.21	27919332.39	623727938.625	637598637.2714	0	0
AT1G09850.1	3	5	27001207.263	55000011.17	182970980	305119170.64	790415983.87	101225166.19	0	13178773.84	56690060	208556326.39	0	31676159.41
AT1G09870.1	5	6	8235734.007	8640681.601	144277228	237778670.68	432931931.53	541254387.332	0	0	65883076	136024279.77	29490233.3	0
AT1G10130.1	2	3	22947192.73	0	0	0	80472548.64	136031001.58	0	0	0	0	80472548.64	81381781.87
AT1G10200.1	6	16	76799009.005	50834502.384	623494525	442212960.15	599266023.74	558820765.31	0	27116741.05	519763182	157199177.44	599266023.74	269718658.3
AT1G10270.1	4	7	0	68333159.18	24086296	21507117.1	213171281.35	141894000.71	0	0	0	0	213171281.35	141894000.71
AT1G10290.1	5	9	0	0	253066883	153790251.96	135099282.85	208910265.82	0	0	184618075	137389960.34	108716008.53	0
AT1G10310.1	7	15	21151243.23	0	83004796	134871209.01	626620242.23	540404822.47	0	0	54623554	71805188.59	626620242.23	368526897.22
AT1G10360.1	2	2	7531056.925	8450653.063	297288444	213261067.44	901500303.107	881434167.2	0	0	65325484	159527105.6	0	0
AT1G10370.1	5	9	5418023.845	0	516579308	435935088.2	1433168386.46	726566556.61	0	0	477870208	435935088.2	0	0
AT1G10390.1	4	9	0	21472786.779	92005129	117903630.47	170941563.42	206691265.36	0	16197621.17	23690720	99849444.8	170941563.42	27170482.99
AT1G10510.1	15	38	1004516979.79	246387711.93	570530086	426516059.12	465776593.17	472515621.7	900902433.15	220630362.71	272811768	284634306.8	51712383.42	0
AT1G10522.1	1	5	88178243.07	61925285.39	38087988	44364585.11	104007903.6	60738485.06	88178243.07	61925285.39	38087988	44364585.11	0	0
AT1G10590.1	3	5	8757158.962	0	204707442	141840209.3	136395337.52	86122963.5	0	0	195879760	141840209.3	136395337.52	86122963.5
AT1G10670.1	4	4	7285904.88	12991088.69	77517160	86207586.564	51743670.78	198636012.374	0	0	35634828	36791796.76	0	198636012.374
AT1G10700.1	2	2	142419380.05	64314962.25	63722724	63658899	181412160.21	160655522.7	101243675.9	0	0	47486010.01	0	0
