Protein	UniquePeptides	TotalPSMs	Cp1	Cp2	Lf1	Lf2	Mt1	Mt2	Cp1_noPF	Cp2_noPF	Lf1_noPF	Lf2_noPF	Mt1_noPF	Mt2_noPF
AT3G54840.1	1	2	2730905.348	0	47589700	33469121.35	0	0	0	0	47589700	33469121.35	0	0
AT3G54850.1	1	6	671960199.4	633455494.4	41321752	1857534824	1688902838	2282025163	671960199.4	633455494.4	0	1857534824	1688902838	2282025163
AT3G54860.1	2	3	0	0	51002930	46920957.38	20305029.664	0	0	0	51002930	28418337.53	0	0
AT3G54890.1	11	57	31925813766.793	70115635146.85	14334315718	14473902621	2530782413.214	2610982570.79	31915865145.7	70011977420.65	14217618768	14473902621	2524262866.17	2354012139.92
AT3G54900.1	2	7	316244852.72	84337111.05	156823108	183843308.07	36791055.527	7820423.489	316244852.72	84337111.05	121703272	142756218.9	28672092.1	0
AT3G54960.1	12	19	79471860.973	47329575.963	1081686857.5	686381574.819	166383059.955	252550859.662	0	0	969278577.5	504542709.19	0	0
AT3G54980.1	2	3	0	0	0	0	53133819.5	67885176.26	0	0	0	0	53133819.5	30856560.58
AT3G55000.1	1	1	4350478.286	17410231.77	6684787.5	0	0	11067578.3	0	0	6684787.5	0	0	0
AT3G55010.1	7	14	515537428.74	215022814.72	556503452	392162338.04	143654328.82	222107320.742	298493619.85	171400202.63	338016264	290221736.44	0	0
AT3G55040.1	7	24	765354529.73	139861017.11	854940876	1239125828.7	45759975.806	64557913.03	666781620.23	111821060.75	775936028	1063001846	0	0
AT3G55120.1	4	5	47123962.09	0	47367092	662654898.49	17225845.43	0	0	0	0	662654898.49	0	0
AT3G55170.1	2	2	0	8215941.051	114209008	57707333.33	0	21340059.16	0	0	114209008	0	0	0
AT3G55220.1	5	7	0	29622366.11	211132036	189312785.75	24266724.37	38348328.33	0	0	167996276	74394026.09	9221499.92	0
AT3G55250.1	11	21	994425279.25	530401925.273	1109469036.3	1068458063.505	178321798.97	115275251.556	785650791.9	373735792.261	800354030.3	578558526.8	0	0
AT3G55260.1	5	8	0	17099460.78	612769796	745371316.5	33071417.886	36879623.436	0	0	474657124	663307922.35	0	0
AT3G55330.1	10	42	5879355917.3	5967743260.785	4443956562	5223989657.83	416778133.1	406697109.587	5879355917.3	5962398240.38	4443956562	4918766858.93	279352664.29	320653990.29
AT3G55360.1	3	4	0	0	186026096	173795339.48	0	0	0	0	169159592	88443541.04	0	0
AT3G55400.1	14	22	406720744.44	42156940.988	426184244	316359202	578072393.82	613512964.33	306745090.06	0	116825544	72484755.29	226158063.31	248179941.69
AT3G55410.1	72	223	984882855.05	503281899.8421	3279997109.25	3879629278.927	74095808840.42	72644119382.53	0	0	1954537494	2240006241.38	64306843506.66	66319643883.11
AT3G55430.1	1	1	0	0	46906880	0	17769507.23	0	0	0	46906880	0	0	0
AT3G55440.1	13	53	190217469.808	193605990.621	12147792620.938	9700750075.348	1364546660.8	1425930759.05	48485448.24	124438142.51	12013548892.938	6947690890.732	1188867606.06	1088566991.7
AT3G55560.1	1	1	0	0	0	0	21969534.15	0	0	0	0	0	21969534.15	0
AT3G55605.1	1	2	0	0	9664029	0	205583744.2	238846988.4	0	0	0	0	205583744.2	238846988.4
AT3G55610.1	3	4	0	0	130294429	82170338.95	4061331.387	45294368.17	0	0	130294429	57444064.12	0	0
AT3G55620.1	2	3	0	0	162100208	218082202.6	93147308.41	63917089.759	0	0	162100208	117003377.9	0	0
AT3G55630.1	13	18	33425881.2	77030056.69	65311174.5	844281669.984	842459695.554	754625187.67	0	0	0	28199887.04	503298887.424	706077589.69
AT3G55760.1	25	49	818669779.879	2397060143.36	953005871	1020014541.325	203385278.38	251220222.851	465134729.93	2123786615.25	518228241	464708499.02	0	0
AT3G55770.1	2	5	1178582.322	389810.9565	90297392	52199280.732	62696183.12	65914024.08	0	0	90297392	52199280.732	62696183.12	0
AT3G55800.1	20	118	37188861540.6	5713707403.673	39208355331.8	44114337793.52	1001496815.25	787814694.02	34266704420.6	5291264890.08	38379379551.8	40162192029.96	413030870.43	239684905.4
AT3G56010.1	5	8	374205339.36	381392712.99	193593097	95938401.24	221747763.75	105002232.28	348817524.55	321055176.62	0	0	0	0
AT3G56030.1	2	3	3202521.468	19164763.32	19711647	0	46234440.4	47084656.01	0	0	0	0	46234440.4	13317089.41
AT3G56070.1	16	43	565770444.6	431818205.685	704894839	1206536421.72	9048711087.99	7629297599.22	0	0	277293040	326338027.08	8001075423.33	7449115867.02
AT3G56090.1	5	9	406946519.04	113483022.964	185070802	171052554.64	0	0	406946519.04	49271425.37	76148248	77792044.29	0	0
AT3G56110.1	3	3	0	0	80678944	54905604.73	187989691.05	44085017.43	0	0	43283588	54905604.73	103500046.1	0
AT3G56130.1	6	12	436380051.56	93630403.77	164350454	65666296.66	0	0	436380051.56	37846082.91	136433052	0	0	0
AT3G56140.1	8	15	298907231.046	220460989.678	126328843	124506737.19	0	0	298907231.046	189397399.348	23239970	0	0	0
AT3G56150.1	6	10	3981837.317	2708601.254	331829232	134929298.12	165528120.917	130117064.89	0	0	243806264	134929298.12	12723656.15	11622482.79
AT3G56160.1	2	3	12698479.16	0	60046306	48499942.4	0	0	0	0	38796720	10460290.3	0	0
AT3G56190.1	8	17	25693704.38	76723281.91	27261975128	22644655090.23	204253855.59	178471209.09	0	0	27188677192	22504933877.66	91930560.57	71799828.59
AT3G56210.1	3	5	0	5129739.725	0	0	409792776.77	503465004.93	0	0	0	0	409792776.77	357501590.93
AT3G56240.1	5	14	43366269.013	39273040.309	1650404664	1417562631.68	403485312.89	533836484.46	0	0	1169537848	1293194810.68	403485312.89	122751474.8
AT3G56290.1	2	2	57697458.05	39104548.261	22521742	36553664	0	0	0	8967434.851	0	36553664	0	0
AT3G56310.1	5	8	17523173.03	7958851.335	796798740	726075154.79	14853907.38	52531338.84	0	0	749126872	429564031.99	0	0
AT3G56430.1	8	15	0	17824419.88	42665383	14773812.33	994783388.03	1099243226.92	0	0	15238435	0	921878431.33	1048746509.86
AT3G56460.1	12	27	222242292.723	30969104.15	999708785	804818186.18	1368518758.86	886493948.39	0	0	724666254	435462703.95	644802531.56	697445503.24
AT3G56490.1	6	9	5565151.694	6497922.641	1183129000	1407729911.4	149675000.023	116802630.13	0	0	680917400	1050369295.9	50740308.63	0
AT3G56650.1	8	41	3053317247.12	3283698457.1	1944802678	2227574607.9	189534703.83	55343711.84	2570006443.62	3283698457.1	1901595174	2227574607.9	120723815.35	0
AT3G56690.1	1	1	27672673.68	26947580.43	13876927	16627199.3	0	0	0	26947580.43	0	0	0	0
AT3G56840.1	2	2	0	11122546.11	18760082	23357841.41	126867674.49	76039468.34	0	0	0	0	44530632.34	40587169.91
AT3G56900.1	1	1	37707596.6	34740055.45	13987607	14579113.28	37737391.02	32095787	0	0	0	0	0	32095787
AT3G56910.1	3	13	2335492393.4	784992023.6	614763840	646402772.6	195747110.2	182569562.7	2335492393.4	784992023.6	614763840	407478926.8	74554999	105632775.5
AT3G56940.1	17	33	8547227309.59	5431516602.63	2127353644.5	946541583.74	340752613.612	302385214.691	5171539551.19	3233065932.25	807310776.5	288322102.7	29564314.54	0
AT3G56950.1	1	1	0	0	14968059	28567060.45	0	0	0	0	0	28567060.45	0	0
AT3G57020.1	6	6	0	0	489628996	477367346.17	220202342.52	364972513.92	0	0	432850172	42809230.2	29966227.33	141268016.2
AT3G57030.1	9	13	0	161107558.6	623834954	861565395.51	150865610.28	160967899.12	0	0	413712494	695705313.01	0	0
AT3G57050.1	13	30	678349245.835	279815133.729	685174047	585372437.48	371986050.885	80231173.871	539366705.005	184688696.777	374163643	392145039.32	0	0
AT3G57090.1	3	7	52950670.21	41370802.447	212171204	245576218.35	130232719.74	51467527.586	22675901.1	31908183.23	56769636	166465594.82	100673880.62	0
AT3G57150.1	4	7	3964912.5861	8788688.999	135690321	89550158.449	78135707.54	57310428.46	0	0	135690321	81983043.84	0	0
AT3G57180.1	1	1	13974676.73	0	68341768	26713630.54	0	0	13974676.73	0	0	0	0	0
AT3G57240.1	3	6	0	0	90575978	207159218.87	0	2624083.849	0	0	55240358	207159218.87	0	0
AT3G57260.1	7	23	56729305.095	147957884.18	5129163044	82058544.44	960248882.79	1228255328.68	21609317.66	39170340.42	5129163044	13800329.96	123127879.39	39873222.8
AT3G57280.1	4	14	427458406.16	273692226.93	287424410	243380495.92	82322564.68	129896003.98	369721725	253214882	287424410	243380495.92	0	42779445.38
AT3G57290.1	8	14	9819161.113	8981632.278	657600440	567768071.02	106068461.86	95474330.66	0	0	422960032	372267582.76	33329546.87	48520095.71
AT3G57300.1	1	2	0	0	0	0	45371067.76	59026107.83	0	0	0	0	45371067.76	59026107.83
AT3G57320.1	1	2	0	0	17700222	24645490.75	70282309.39	65491064.39	0	0	17700222	24645490.75	0	0
AT3G57330.1	3	6	2378322.369	0	181298492	164192895.5	85106246.01	88880074.003	0	0	181298492	51965383.01	62443870.49	56462305.44
AT3G57410.1	13	17	23631134.2	29105052.424	804439540	372805399.405	284280019.59	348193096.67	0	0	785804778	124712487.93	0	0
AT3G57420.1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
AT3G57490.1	1	1	0	0	19109112	11336529.44	0	0	0	0	19109112	0	0	0
AT3G57530.1	2	4	0	3757618.369	72936028	80296138.07	31799013.527	31754139.083	0	0	50620380	80296138.07	0	25729093.95
AT3G57560.1	7	18	993848400.12	318624547.5	771438504	710920512	23758664.866	21403408.91	806298496.43	191716861.73	645448072	359670051	0	0
AT3G57610.1	20	44	3936541850.16	1140080570.55	3787849674	3011151184.863	503767066.872	493023868.85	1990840099.4	1035233676.97	2657169706	1956777380.2	0	0
AT3G57650.1	2	2	0	3118647.39	0	10715002.47	50454614.58	58053655.39	0	0	0	0	50454614.58	0
AT3G57785.1	1	1	0	0	0	0	41361470.82	0	0	0	0	0	41361470.82	0
AT3G57790.1	1	1	0	0	27256038	0	0	0	0	0	27256038	0	0	0
AT3G57810.1	1	1	5817861.405	0	36827680	34545402.05	60042437.09	82301266.98	0	0	0	0	0	82301266.98
AT3G57890.1	6	9	8189048.797	19223034.04	517956776	543113447.78	199066023.53	0	0	0	288145032	543113447.78	0	0
AT3G58010.1	10	29	3188613244.65	5952149071.62	1750233910	2063213826.9	8015118516.31	19094908464.86	2337706472.92	5882222063.34	699788072	1460604514.2	0	0
AT3G58140.1	21	59	1793529521.97	301676046.581	1617767244	1713748123.71	1246934866.258	1311791512.86	1405377259.84	148093013.2	950384168	1381201770.22	904147271.22	1036729846.98
AT3G58170.1	2	4	0	0	58338534	54756310.62	44808419.17	16813203.47	0	0	0	54756310.62	44808419.17	16813203.47
AT3G58510.1	3	6	0	0	164183780	122317780.97	82829874.1	75441443.86	0	0	112821140	72767567.2	60918124.95	0
AT3G58600.1	3	4	0	0	65892861	50912572.44	0	0	0	0	50217208	50912572.44	0	0
AT3G58610.1	27	82	11033196112.831	2424744827.078	8494521839.3	5042910940.92	670271554.957	428847219.41	9544221574.031	1517048248.56	7212022094.8	3504728579.03	0	0
AT3G58730.1	20	41	158888276.831	81458249.407	3429850542	3199156773.02	1992018719.31	2092882663.53	0	21894936.393	2241672280	1467941274.1	804172961.48	1679144687.21
AT3G58750.1	6	9	423494542.683	281312807.468	162336536	1492869405.272	1490574508.8	2324545120.95	0	0	41156500	46894536.84	1363139578.26	213931579.77
AT3G58830.1	1	1	7013838.832	10964501.56	0	0	0	16286814.03	0	10964501.56	0	0	0	0
AT3G58840.1	10	16	22812382.372	16976486.651	126084743	66015052.55	1271017459.32	1333866535.39	0	0	28318052	0	927079649.9	755242532.39
AT3G58990.1	1	1	14466317.55	28195618.59	0	0	41287685.27	16458386.96	0	28195618.59	0	0	0	0
AT3G59010.1	4	7	21775779.34	9355558.8	224880116	229752777.78	14672721.62	15631138.63	0	0	103999388	183455065.22	0	0
AT3G59020.1	2	2	0	0	63875152	53960345.57	30226889.46	18046964.05	0	0	63875152	0	0	0
AT3G59040.1	2	2	28146625.65	0	213574896	188369355	0	0	28146625.65	0	0	0	0	0
AT3G59280.1	8	14	105159077.01	31834008.951	109607265	155437574.7	1315595978.63	1256159353.51	0	0	0	0	1161147410.23	1143584662.51
AT3G59350.1	1	1	0	0	14773082	0	0	0	0	0	14773082	0	0	0
AT3G59400.1	2	3	173241920.67	55857564.22	56668172	21927981.94	0	0	173241920.67	0	0	0	0	0
AT3G59500.1	1	3	8270872.708	8720953.429	41177920	66584137.84	22493371.79	25511356.02	0	0	41177920	66584137.84	22493371.79	0
AT3G59650.1	2	4	0	0	0	0	125832800.66	145786396.9	0	0	0	0	125832800.66	145786396.9
AT3G59760.1	23	61	388223962.74	218740136.38	1057550263	1345429119.47	11972189239.3	11420975901.8	69747097.24	143422357.47	465490454	587946332.88	9425664687.71	8217245304.49
AT3G59770.1	1	1	0	0	0	22039062.46	13013647.94	0	0	0	0	22039062.46	0	0
AT3G59780.1	32	125	8162282947.77	14951119941.02	3482965080.5	4435053523.08	2964124331.734	3272484195.081	5887473082.07	13691411089.72	2987451016	3017622007.45	110629158.79	87072920.14
AT3G59820.1	27	45	294497060.68	158096487.464	462051034.5	598573376.01	5343813783.78	5366088922.74	0	0	0	33987525.75	4223867917.9	4545116157.54
AT3G59840.1	2	3	69088532.38	23293139.26	76067588	55936847.68	0	42489260.19	26603938.64	23293139.26	0	55936847.68	0	0
AT3G59910.1	1	2	0	0	0	0	103101289.1	100142401.8	0	0	0	0	103101289.1	100142401.8
AT3G59920.1	4	6	4704373.585	0	563288352.5	630035486.29	0	0	4704373.585	0	521223748.5	346257575.28	0	0
AT3G59970.1	5	12	111468289.3	203822319.86	975000870	899532180.39	55433072.55	10576623.57	0	0	975000870	859256642.54	0	0
AT3G59980.1	9	20	346262383.096	51153699.92	749496728	971712978.51	1079490731.76	510520011.91	213360587.72	0	506567920	739807437.46	949463013.76	276705851.61
AT3G59990.1	3	3	0	0	114736472	109075445.42	0	0	0	0	114736472	26601987.42	0	0
AT3G60190.1	7	12	0	161324155.7	409075964	356388140.25	121757305.02	90444756.38	0	0	341549380	301901480.65	0	0
AT3G60240.2	7	9	0	0	105148859	178533676.32	87377804	51350918.41	0	0	61466347	75573988.75	26049732.84	0
AT3G60245.1	6	14	76711105.686	107912871.463	332110936	300552632.88	296229639.31	297198548.48	0	0	332110936	300552632.88	296229639.31	167112719.91
AT3G60320.1	1	1	9465539.341	4626009.483	1519400064	1584075617	53513417.68	38148482.53	0	0	1519400064	0	0	0
AT3G60340.1	2	2	0	0	136555140	173406433.07	31604082.5	32469028.23	0	0	49880628	156362034.4	0	0
AT3G60370.1	9	22	2286303167.72	3096169931.36	664755105.75	984929905.0133	32461564.86	50217069.91	2264879995.02	2916112063.72	189891564	84040511.47	0	0
AT3G60415.1	1	1	12776495.82	72324362.72	26215710	28001204.73	50530111.83	0	0	0	26215710	0	0	0
AT3G60440.1	3	3	52003578.07	4008897.431	141156218	171088739.01	0	0	32682226.12	0	0	96994832.17	0	0
AT3G60450.1	2	4	67163404.82	35423231.33	346784632	198086231.47	88373910.199	7647726.268	0	0	346784632	198086231.47	0	0
AT3G60510.1	8	11	13701891.19	41812141.36	44034657	117639888.846	710723796.57	1030579825.11	0	0	0	0	710723796.57	247768401.34
AT3G60590.1	1	1	28091172.51	0	0	0	0	0	28091172.51	0	0	0	0	0
AT3G60600.1	2	2	0	4451575.181	70167088	62333578.26	31853374.48	0	0	0	0	62333578.26	31853374.48	0
AT3G60620.1	1	1	33821802.02	24469217.05	0	0	0	0	33821802.02	0	0	0	0	0
AT3G60750.1	33	312	73871048782.1	16846245743.53	66525294757.6188	73174452024.96	2433171098.302	1419369490.9764	71277125363.84	13311032221.43	65467502159.9	72384474339.4	1413579455.61	728733712.07
AT3G60770.1	1	2	0	0	47272256	33941045	79103870.78	34770407.34	0	0	0	0	79103870.78	34770407.34
AT3G60810.1	7	11	399006109.19	583315268.8	115977460	224402356.72	11865832.21	17810718.19	129486265.69	583315268.8	0	14363670.11	0	0
AT3G60820.1	6	13	0	28426755.44	1290909476	1584474373.2	67987779.13	102124958.31	0	0	1290909476	1584474373.2	26310620.56	0
AT3G60830.1	2	2	15304308.6	69363269.87	38905268	48077735.49	106122275.4	82824164.54	0	0	38905268	0	58210681.37	0
AT3G60860.1	1	1	0	0	11088432	0	18557983.56	34066799.38	0	0	11088432	0	0	0
AT3G60880.1	1	2	26343965.01	10685924.44	0	0	0	0	26343965.01	10685924.44	0	0	0	0
AT3G60900.1	1	1	0	0	70491240	62344905.34	10961198.32	11537246.4	0	0	0	62344905.34	0	0
AT3G60960.1	1	1	33110701.63	0	0	0	54966023.86	0	0	0	0	0	54966023.86	0
AT3G61050.1	9	17	0	0	642027308	744826100.78	551046209.32	499366513.21	0	0	164112868	595608899.38	437123389.62	452789176.99
AT3G61070.1	3	6	18689036.53	10010445.61	78363352	64858041.47	45285958.572	20587455.09	0	0	78363352	64858041.47	45285958.572	0
AT3G61080.1	2	5	93565081.39	27781016.65	79332518.5	172083956.77	56542841.41	0	52510345.67	27781016.65	23541802.5	67884527.47	0	0
AT3G61110.1	2	6	53846654.35	13060503.41	591703488	679744966.3	404404147.6	671624418.8	0	0	591703488	679744966.3	128958941.4	671624418.8
AT3G61130.1	2	2	0	31176091.57	0	184139353.8	1244711092.98	384675071.5	0	0	0	0	1190744470	53149187.8
AT3G61140.1	1	1	0	0	52922660	38286318.28	9533025.669	0	0	0	52922660	0	0	0
AT3G61220.1	6	9	9191082.124	0	648121720	791600654.27	58444578.835	89356064.686	0	0	303753324	581226576.57	13222158.52	0
AT3G61260.1	12	29	3859523.855	11212172.021	3579044010	1717513582.64	1664259754.88	1627063319.38	0	0	3030541028	1653669386.6	954889538.64	1187199901.3
AT3G61310.1	1	2	0	0	0	4748587.044	56810999.1	43409207.99	0	0	0	0	56810999.1	43409207.99
AT3G61350.1	1	1	0	0	19357864	11467595.01	0	0	0	0	19357864	0	0	0
AT3G61430.1	1	2	0	0	306951688	158679157.4	138313264.8	142155003.4	0	0	306951688	0	0	142155003.4
AT3G61440.1	51	232	224449468.72008	268567294.59	7068968750	8192922501.51	121598265504.135	112412879396.92	51495837.77	57040273.46	5802098927	6889575810.83	119621525076.79	110850276216.39
AT3G61470.1	4	43	39876633878	51767437435	15355888951	16955457914.1	1027042858.31	991840866.82	39876633878	51767437435	14253238503	16955457914.1	997534049.9	981049172.5
AT3G61520.1	8	10	0	0	63326169.5	39936992.42	515059041.94	596490503.83	0	0	0	0	347201590.12	407416453
AT3G61530.1	7	11	11524366.932	0	55951047	202943548.82	787055891.47	645160640.32	0	0	0	51672364.92	787055891.47	432539929.51
AT3G61540.1	6	11	122596099.29	26936585.385	324590164	444137375.41	285369189.36	227900976.699	35109685.34	0	168980304	280876259.31	47860102.7	76582326.86
AT3G61780.1	1	5	13524554.04	10498641.28	10933650	0	471616880.3	740523467.3	0	0	0	0	471616880.3	740523467.3
AT3G61820.1	3	5	0	42182114	269242232	319962080.32	31555583.79	11472742.4	0	0	269242232	211143960.32	0	0
AT3G61870.1	6	37	5518227542.412	9960786744.4712	3156093915.16	3775030739.4	168613354.75	178476066.26	5518227542.412	8854761894.3	3156093915.16	2686554430.4	120627343	81799455.48
AT3G61990.1	1	1	0	0	13955846	51189313.9	0	0	0	0	0	51189313.9	0	0
AT3G62010.1	1	1	134778821.5	84012149.4	370375648	288681648.9	17206304.21	38377997.63	0	0	370375648	0	0	0
AT3G62030.1	12	102	30311586596.12	7207218839.68	29422537390.1	34582304630.63	1213650604.297	914079109.68	30311586596.12	7186933468.07	25353321978.1	31069709218.48	462151075.7	646543111.1
AT3G62110.1	1	2	0	0	111582888	120035539	0	0	0	0	111582888	120035539	0	0
AT3G62120.1	11	19	11064794.21	23303967.592	1371408356	882735148.35	196367907.02	137038252.94	0	15641255.67	1272768948	679833768.48	20187067.36	39326279.89
AT3G62240.1	1	1	0	0	13066332	10885066.47	0	0	0	0	0	10885066.47	0	0
AT3G62360.1	12	24	7948089.309	8575143.328	575936324	579710762.32	530725225.13	628485554.86	0	0	350219254	547077486.99	254178015.13	350729146.28
AT3G62370.1	1	1	3365254.861	0	42224604	47630588.62	0	0	0	0	0	47630588.62	0	0
AT3G62400.1	2	3	2169705.845	27842262.09	0	0	975326839.9	838391835.8	0	0	0	0	370552838.1	838391835.8
AT3G62410.1	5	20	865172501.2	101993191.21	1922355320	2228442487.61	97705672.95	35647617.12	865172501.2	82046663.85	1922355320	2228442487.61	41988538.39	0
AT3G62450.1	2	3	0	0	9581673	13409848.54	385616683.6	312364240.66	0	0	0	0	385616683.6	241082507.9
AT3G62530.1	19	57	321641986.64	51758208.55	2765044424.1875	610992507.89	10611218122.49	12288712181.59	139299112.03	0	146067100	338967476.41	10465070522.79	12135191544.63
AT3G62560.1	1	2	0	0	28281840	45058996.19	6572653.854	0	0	0	28281840	45058996.19	0	0
AT3G62580.1	1	3	0	0	79097464	48832555.87	0	9063616.127	0	0	79097464	48832555.87	0	9063616.127
AT3G62600.1	4	9	26767362.15	0	358306439	163635354.17	174507812.29	151078815.55	0	0	358306439	48184720.02	50273705.39	151078815.55
AT3G62700.1	14	24	43411672.236	17442257.646	419006814	937253805.03	206086052.31	319780482.06	0	0	278429804	773341438.83	77941063.94	43767702.8
AT3G62750.1	3	5	3079905.007	10713153.94	212856692	314204547.01	0	31944844.1	0	0	212856692	233677555.57	0	0
AT3G62790.1	7	13	559948665.685	31544950.48	120161144	292833311.8	2935282156.1	1812695283.55	0	0	99347536	0	2935282156.1	950230656.4
AT3G62810.1	5	8	0	0	41034768	34756889.34	727680231.5	698320509.31	0	0	0	0	727680231.5	623877968.27
AT3G62830.1	1	1	0	0	0	0	13210502.87	0	0	0	0	0	13210502.87	0
AT3G62870.1	4	7	28734673.737	45790476.32	1066507830	965514813.08	111600934.07	215588977.39	0	20665044.63	300190856	945244091.1	36258644.07	21692558.86
AT3G62910.1	4	7	218076787.81	116091608.888	189098404	165458796.85	0	18453083.51	141400955.68	0	105580452	53610091.92	0	0
AT3G62920.1	3	5	0	0	0	15795724.13	414982465.9	528768993.9	0	0	0	0	290335826.7	528768993.9
AT3G63080.1	3	3	0	0	23001162	33961411.198	132360801.73	73254084.14	0	0	0	0	132360801.73	0
AT3G63130.1	7	10	11040818.811	287716443.037	220583126	272666943.392	288259804.48	168577784.8	0	0	115969248	74989877.64	271551518.32	59817781.63
AT3G63140.1	23	104	20101385881.711	3585618778.871	15179220420.875	19993153615.78	1360653389.2781	1663391214.393	19704149373.311	2963995920.98	13954412348.875	17299848850.43	267889712.2	344628586.49
AT3G63150.1	7	7	0	0	106028001	160859743.34	1569695047.49	1307171480.03	0	0	0	0	1156897139.67	475307085.08
AT3G63160.1	9	52	5455968718.2	4263895376.2	12804862592	12685988225.475	14164700629.89	14787605766.07	5455968718.2	4263895376.2	12804862592	12679844785	14164700629.89	13066875124.18
AT3G63170.1	8	25	1362276159.44	522598949.86	1597092840	2149048438.04	1291098811.43	2106030048.34	1080543550.8	329628308.71	1065178376	1700332711.34	57045310.15	0
AT3G63190.1	15	69	12576329110.2	3623157505.18	10531269074	11183336637.85	984535363.82	1792404933.554	11029273257.1	3128430848.98	9744072920	7728474643.65	348045061.52	200901207.86
AT3G63260.1	4	5	18270992.44	5583295.737	180263988	90237724.43	57970469.2	18522778.719	0	0	126902888	0	57970469.2	0
AT3G63410.1	10	49	4416154089.23	1507780767.76	2601629812	3535443758.4	1221797262.111	1176763107.46	3876610672.77	1403863307.2	2070208776	3535443758.4	698442282.73	541610824.52
AT3G63460.1	21	34	123993742.9	49339392.94	2360696740	1749307024.46	644074456.84	555811128.71	0	0	1979886468	1429168072.02	54053434.31	89710321.55
AT3G63490.1	23	98	16344028660.38	4846037544.301	9644233076	8572149899.816	1658701486.738	1692110838.0393	15479413687.65	4690787661.36	8039568466	7031823207.21	42425084.2	0
AT3G63520.1	32	71	717652328.327	440526416.06	2606897080.75	4913121939.722	4414769828.74	4224021398.583	0	0	1600253638	2908170500.84	3225945534.05	3361628371.48
AT3G63540.1	5	22	2226414268.6	941960994.76	1432007188	1588303877.97	55825744.31	140049741.08	2226414268.6	848014681.3	1432007188	1571529889.4	0	0
AT3G66654.1	5	10	0	0	85016174	86155672.05	1079533668.39	1110775947.06	0	0	50693168	0	885163268.19	964066969.26
AT4G00026.1	4	4	1149399.893	0	143364512	202754798.88	514439540.07	1027922963.65	0	0	0	0	439767242.79	594855461.32
AT4G00030.1	5	8	223673633.95	280857312.15	219155384	311558300.567	22622724.015	14115817.7	154443615.17	139949942.29	97817120	35855269.65	0	0
AT4G00090.1	1	1	0	0	0	0	23120288.97	13795057.79	0	0	0	0	23120288.97	0
AT4G00100.1	1	4	6081371.432	0	33436638	18843329.77	39489006.35	57512584.43	0	0	33436638	18843329.77	39489006.35	57512584.43
AT4G00170.1	1	2	4289588.548	3370650.457	17550234	0	0	0	0	0	17550234	0	0	0
AT4G00238.1	5	7	0	0	0	0	326117147.37	360550241.39	0	0	0	0	326117147.37	158761907.46
AT4G00240.1	1	3	0	0	19243746	31510496.7	6448504.937	0	0	0	19243746	0	0	0
AT4G00260.1	1	1	19047669.15	23490288.52	16688229	0	0	0	0	23490288.52	0	0	0	0
AT4G00270.1	5	8	16787660.44	0	49668245.5	53792106.25	726631233.17	739807063.56	0	0	0	0	726631233.17	211357558.05
AT4G00290.1	9	16	57638979.701	34228001.91	228756894	297547227.3	1440668012.7	1755598535.4	41575290.31	0	81477264	82339525.77	835338103.28	1352607251
AT4G00355.1	3	4	10555741.875	12522444.1	0	34427553.2	238602102.39	275007275.51	0	0	0	0	238602102.39	67485794.23
AT4G00370.1	2	3	49374880.7	11264633.78	51285242	75422930.62	0	0	39610036.28	0	51285242	0	0	0
AT4G00430.1	1	2	0	0	0	16826705.11	75020343	120527499.5	0	0	0	0	75020343	120527499.5
AT4G00490.1	16	42	1104041978.93	132062414.909	1598013713	1872085775.67	46703124.32	86658614.41	806462299.88	109301478.602	1106772731	1343630314.1	0	0
AT4G00520.2	1	1	0	0	41576788	75824546.93	0	0	0	0	0	75824546.93	0	0
AT4G00530.1	5	8	23935839.632	5028086.703	18682030	24598508.61	1158223982.28	1207533689.31	0	0	0	0	1158223982.28	375062237.24
AT4G00570.1	48	157	122987733.318	324327412.354	2240659922.469	2969594802.456	39595790780.982	35735170847.88	0	0	1278246069.5	2323658642.1	38482253704.19	34794646926.39
AT4G00585.1	7	22	117406968.07	161473293.01	181113678.5	105510855.83	4347483814.66	5512730159.32	0	0	0	0	4328139541.89	5334606946.1
AT4G00620.1	6	19	350621836.28	107851579.038	266103084	327790068.25	33056112.6	24730930.956	350621836.28	75289268.97	266103084	307345156.21	0	0
AT4G00630.1	7	10	334519356.36	152859617.49	110912772	147133776.99	0	7333486.58	226626127.93	55072206.81	41338492	88677894.52	0	0
AT4G00740.1	6	8	0	0	66487604	84581651.61	412359879.7	409233403.37	0	0	0	0	347061049.33	210305285.14
AT4G00860.1	8	27	0	5046363.902	432909556	306519978.11	11059387434.55	10774845384.62	0	0	304730500	306519978.11	10313058803.85	10774845384.62
AT4G01037.1	5	6	136673405.53	32040767.03	24640526	0	7625610.184	33650966.58	136673405.53	12797611.5	0	0	0	0
AT4G01050.1	16	68	24135868024.97	36187197725.986	10565375130	11312787431.707	1619338239.02	1442681216.04	22200907110.6	33417863348.99	7664934880	9394199869.5	1059349392.25	245483090.2
AT4G01070.1	3	3	0	0	153501608	179707689.84	14909860.87	0	0	0	45688396	140398395.77	0	0
AT4G01100.1	27	73	193802934.981	131982426.17	604641444.5	727074232.07	10659256755.68	14343375905.96	0	0	129016394	144898249.84	10233759414.3	13728013693.86
AT4G01130.1	1	1	0	7588849.925	25981702	26516687.54	23639025.91	0	0	0	25981702	0	0	0
