"Master Protein Accessions","arabidopsis_chloroplast_1","arabidopsis_chloroplast_2","arabidopsis_mito_1","arabidopsis_mito_2","arabidopsis_nuclear_1","arabidopsis_nuclear_2"
"AT2G20810.1",0,0,0,1,1,0
"AT2G22680.1",0,0,0,1,0,0
"AT2G23350.1",0,0,0,1,6,3
"AT2G23360.1",0,0,0,1,0,0
"AT2G23600.1",0,0,0,1,7,7
"AT2G24200.1",0,0,0,1,12,14
"AT2G24590.1",0,0,0,2,0,0
"AT2G24700.1",0,0,0,1,0,0
"AT2G25430.1",0,0,0,1,0,4
"AT2G26040.1",0,0,0,1,0,0
"AT2G29550.1",0,0,0,2,1,1
"AT2G30490.1",0,0,0,1,7,6
"AT2G30780.1",0,0,0,1,0,0
"AT2G30920.1",0,0,0,2,0,1
"AT2G31160.1",0,0,0,1,0,0
"AT2G32810.1",0,0,0,1,8,4
"AT2G33470.1",0,0,0,1,3,1
"AT2G33580.1",0,0,0,1,0,0
"AT2G34470.1",0,0,0,1,4,1
"AT2G34930.1",0,0,0,3,0,0
"AT2G35100.1",0,0,0,1,0,0
"AT2G36850.1",0,0,0,2,2,0
"AT2G40070.1",0,0,0,1,0,0
"AT2G40380.1",0,0,0,1,2,0
"AT2G40890.1",0,0,0,1,1,1
"AT2G43230.1",0,0,0,1,0,0
"AT2G44020.1",0,0,0,1,0,0
"AT2G46170.1",0,0,0,2,0,0
"AT2G46280.1",0,0,0,3,8,8
"AT2G47060.1",0,0,0,1,0,0
"AT2G47620.1",0,0,0,2,0,0
"AT2G47650.1",0,0,0,1,0,2
"AT2G47690.1",0,0,0,1,0,0
"AT3G01610.1",0,0,0,1,0,0
"AT3G01980.1",0,0,0,1,1,0
"AT3G02540.1",0,0,0,1,1,4
"AT3G04840.1",0,0,0,1,8,6
"AT3G06660.1",0,0,0,1,0,0
"AT3G07230.1",0,0,0,1,3,1
"AT3G08980.1",0,0,0,1,0,0
"AT3G09680.1",0,0,0,1,0,0
"AT3G09700.1",0,0,0,1,0,0
"AT3G09790.1",0,0,0,1,0,0
"AT3G10040.1",0,0,0,1,0,0
"AT3G10480.1",0,0,0,2,0,0
"AT3G12390.1",0,0,0,3,3,10
"AT3G12940.1",0,0,0,1,0,0
"AT3G13350.1",0,0,0,1,0,0
"AT3G13360.1",0,0,0,1,0,0
"AT3G14640.1",0,0,0,2,0,0
"AT3G15940.1",0,0,0,1,0,0
"AT3G19450.1",0,0,0,1,8,7
"AT3G19895.1",0,0,0,1,0,0
"AT3G21090.1",0,0,0,1,0,0
"AT3G22231.1",0,0,0,1,1,1
"AT3G22400.1",0,0,0,1,0,0
"AT3G24170.1",0,0,0,1,13,16
"AT3G24350.1",0,0,0,2,0,0
"AT3G25010.1",0,0,0,1,0,0
"AT3G26618.1",0,0,0,1,2,0
"AT3G26820.1",0,0,0,1,0,0
"AT3G27230.1",0,0,0,1,1,0
"AT3G27300.1",0,0,0,1,7,7
"AT3G28900.1",0,0,0,1,1,1
"AT3G45830.1",0,0,0,1,0,0
"AT3G49000.1",0,0,0,1,0,0
"AT3G51420.1",0,0,0,2,2,4
"AT3G51740.1",0,0,0,1,0,0
"AT3G52990.1",0,0,0,5,13,4
"AT3G53740.1",0,0,0,4,0,4
"AT3G54610.1",0,0,0,1,0,0
"AT3G55830.1",0,0,0,1,0,0
"AT3G56450.1",0,0,0,2,0,0
"AT3G56900.1",0,0,0,1,0,0
"AT3G57530.1",0,0,0,1,1,4
"AT3G58740.1",0,0,0,1,0,0
"AT3G59910.1",0,0,0,1,0,0
"AT3G61430.1",0,0,0,1,1,0
"AT3G61780.1",0,0,0,2,0,0
"AT3G62580.1",0,0,0,1,2,1
"AT4G00660.1",0,0,0,2,2,1
"AT4G01210.1",0,0,0,1,0,0
"AT4G02030.1",0,0,0,1,0,0
"AT4G02080.1",0,0,0,7,1,1
"AT4G03170.1",0,0,0,1,0,0
"AT4G03220.1",0,0,0,1,1,0
"AT4G04720.1",0,0,0,2,7,5
"AT4G10120.1",0,0,0,1,1,11
"AT4G10320.1",0,0,0,1,12,11
"AT4G10450.1",0,0,0,1,1,1
"AT4G11160.1",0,0,0,1,0,0
"AT4G11260.1",0,0,0,1,7,5
"AT4G11640.1",0,0,0,1,0,0
"AT4G12320.1",0,0,0,1,0,2
"AT4G12980.1",0,0,0,1,2,2
"AT4G14030.1",0,0,0,1,5,3
"AT4G14900.1",0,0,0,1,0,0
"AT4G18130.1",0,0,0,1,0,0
"AT4G20240.1",0,0,0,2,0,0
"AT4G21705.1",0,0,0,1,0,0
"AT4G21790.1",0,0,0,1,0,0
"AT4G23240.1",0,0,0,1,0,0
"AT4G23530.1",0,0,0,1,0,0
"AT4G24520.1",0,0,0,1,3,2
"AT4G25630.1",0,0,0,1,0,2
"AT4G25970.1",0,0,0,1,2,3
"AT4G26690.1",0,0,0,2,10,9
"AT4G28070.1",0,0,0,1,0,0
"AT4G28400.1",0,0,0,1,3,1
"AT4G29900.1",0,0,0,1,5,2
"AT4G31300.1",0,0,0,2,6,8
"AT4G32060.1",0,0,0,1,0,0
"AT4G32200.1",0,0,0,1,0,0
"AT4G32410.1",0,0,0,1,1,0
"AT4G33740.1",0,0,0,1,0,0
"AT4G34450.1",0,0,0,2,18,20
"AT4G35460.1",0,0,0,4,0,0
"AT4G36660.1",0,0,0,1,0,0
"AT4G37040.1",0,0,0,1,0,0
"AT4G37110.1",0,0,0,1,0,0
"AT4G37300.1",0,0,0,2,5,5
"AT4G39200.1",0,0,0,5,3,3
"AT4G39680.1",0,0,0,1,3,2
"AT5G03300.1",0,0,0,1,3,3
"AT5G03520.1",0,0,0,4,2,3
"AT5G03690.1",0,0,0,1,1,1
"AT5G05490.1",0,0,0,1,0,0
"AT5G07300.1",0,0,0,1,2,0
"AT5G08080.1",0,0,0,2,5,3
"AT5G08570.1",0,0,0,3,1,1
"AT5G12100.1",0,0,0,1,0,0
"AT5G12250.1",0,0,0,1,4,2
"AT5G12910.1",0,0,0,1,0,0
"AT5G13200.1",0,0,0,1,6,3
"AT5G14120.1",0,0,0,1,6,1
"AT5G15040.1",0,0,0,1,0,0
"AT5G15210.1",0,0,0,1,0,0
"AT5G15350.1",0,0,0,1,1,0
"AT5G16300.1",0,0,0,1,1,0
"AT5G16570.1",0,0,0,1,0,1
"AT5G16840.1",0,0,0,2,6,5
"AT5G19250.1",0,0,0,1,1,1
"AT5G19550.1",0,0,0,1,11,8
"AT5G20350.1",0,0,0,1,0,0
"AT5G22460.1",0,0,0,1,0,0
"AT5G23630.1",0,0,0,1,0,0
"AT5G24520.1",0,0,0,1,1,1
"AT5G24850.1",0,0,0,1,0,0
"AT5G27490.1",0,0,0,1,0,0
"AT5G27640.1",0,0,0,1,8,6
"AT5G27710.1",0,0,0,1,1,0
"AT5G27850.1",0,0,0,5,1,8
"AT5G37400.1",0,0,0,1,0,0
"AT5G40010.1",0,0,0,1,0,0
"AT5G40660.1",0,0,0,1,0,0
"AT5G40670.1",0,0,0,1,0,1
"AT5G42000.1",0,0,0,1,1,0
"AT5G42970.1",0,0,0,1,2,3
"AT5G43470.1",0,0,0,1,1,2
"AT5G47020.1",0,0,0,1,0,0
"AT5G47700.1",0,0,0,1,1,1
"AT5G47930.1",0,0,0,1,0,0
"AT5G48540.1",0,0,0,1,1,2
"AT5G49830.1",0,0,0,1,0,0
"AT5G50640.1",0,0,0,1,0,2
"AT5G50750.1",0,0,0,1,0,0
"AT5G51590.1",0,0,0,1,0,0
"AT5G51840.1",0,0,0,1,0,0
"AT5G52420.1",0,0,0,1,1,1
"AT5G53530.1",0,0,0,3,7,7
"AT5G54430.1",0,0,0,1,4,3
"AT5G55660.1",0,0,0,1,2,2
"AT5G55850.1",0,0,0,1,0,0
"AT5G56620.1",0,0,0,1,0,0
"AT5G56680.1",0,0,0,1,10,5
"AT5G58670.1",0,0,0,1,2,1
"AT5G58990.1",0,0,0,1,0,0
"AT5G59130.1",0,0,0,1,0,0
"AT5G59320.1",0,0,0,1,1,1
"AT5G60160.1",0,0,0,1,7,7
"AT5G61170.1",0,0,0,1,1,1
"AT5G61840.1",0,0,0,1,0,0
"AT5G62580.1",0,0,0,1,0,0
"AT5G63380.1",0,0,0,1,1,0
"AT5G64030.1",0,0,0,1,1,2
"AT5G64140.1",0,0,0,1,1,1
"AT5G65683.1",0,0,0,1,0,0
"AT5G66110.1",0,0,0,1,0,0
"ATMG00410.2 sp",0,0,0,1,0,0
"ATMG00830.2 tr",0,0,0,2,0,0
"AT1G01050.1",0,0,0,0,4,1
"AT1G01300.1",0,0,0,0,1,2
"AT1G01470.1",0,0,0,0,2,2
"AT1G01710.1",0,0,0,0,1,0
"AT1G01900.1",0,0,0,0,1,0
"AT1G01910.1",0,0,0,0,2,1
"AT1G01960.1",0,0,0,0,5,3
"AT1G02090.1",0,0,0,0,3,0
"AT1G02120.1",0,0,0,0,1,0
"AT1G02140.1",0,0,0,0,1,1
"AT1G02170.1",0,0,0,0,1,0
"AT1G02335.1",0,0,0,0,1,0
"AT1G02360.1",0,0,0,0,1,1
"AT1G02950.1",0,0,0,0,1,1
"AT1G03220.1",0,0,0,0,3,1
"AT1G03230.1",0,0,0,0,6,2
"AT1G03330.1",0,0,0,0,2,0
"AT1G03350.1",0,0,0,0,2,1
"AT1G03400.1",0,0,0,0,1,0
"AT1G03810.1",0,0,0,0,1,0
"AT1G03900.1",0,0,0,0,3,2
"AT1G04080.1",0,0,0,0,6,5
"AT1G04850.1",0,0,0,0,2,2
"AT1G04980.1",0,0,0,0,2,1
"AT1G05180.1",0,0,0,0,1,0
"AT1G05350.1",0,0,0,0,3,2
"AT1G05560.1",0,0,0,0,2,3
"AT1G06000.1",0,0,0,0,1,7
"AT1G06040.1",0,0,0,0,1,0
"AT1G06210.1",0,0,0,0,1,2
"AT1G06220.1",0,0,0,0,1,1
"AT1G06410.1",0,0,0,0,4,3
"AT1G06640.1",0,0,0,0,2,1
"AT1G07240.1",0,0,0,0,1,1
"AT1G07250.1",0,0,0,0,2,3
"AT1G07750.1",0,0,0,0,4,4
"AT1G07780.1",0,0,0,0,2,0
"AT1G07960.1",0,0,0,0,1,0
"AT1G07990.1",0,0,0,0,1,1
"AT1G08160.1",0,0,0,0,2,1
"AT1G08200.1",0,0,0,0,5,1
"AT1G08370.1",0,0,0,0,1,1
"AT1G08420.1",0,0,0,0,1,3
"AT1G08750.1",0,0,0,0,1,0
"AT1G08820.1",0,0,0,0,1,1
"AT1G08890.1",0,0,0,0,1,1
"AT1G08970.1",0,0,0,0,2,0
"AT1G08980.1",0,0,0,0,3,6
"AT1G09010.1",0,0,0,0,4,6
"AT1G09020.1",0,0,0,0,4,5
"AT1G09080.1",0,0,0,0,2,0
"AT1G09270.1",0,0,0,0,2,0
"AT1G09330.1",0,0,0,0,2,0
"AT1G09490.1",0,0,0,0,1,2
"AT1G09560.1",0,0,0,0,3,2
"AT1G09740.1",0,0,0,0,1,2
"AT1G09760.1",0,0,0,0,6,8
"AT1G09770.1",0,0,0,0,1,2
"AT1G10360.1",0,0,0,0,1,1
"AT1G10370.1",0,0,0,0,5,5
"AT1G10840.1",0,0,0,0,5,4
"AT1G10930.1",0,0,0,0,1,0
"AT1G11310.1",0,0,0,0,1,0
"AT1G11360.1",0,0,0,0,1,0
"AT1G11530.1",0,0,0,0,3,2
"AT1G11650.1",0,0,0,0,3,2
"AT1G11660.1",0,0,0,0,3,1
"AT1G11905.1",0,0,0,0,1,0
"AT1G12000.1",0,0,0,0,1,1
"AT1G12050.1",0,0,0,0,5,4
"AT1G12080.1",0,0,0,0,6,0
"AT1G12240.1",0,0,0,0,6,0
"AT1G12270.1",0,0,0,0,6,4
"AT1G12350.1",0,0,0,0,1,2
"AT1G12360.1",0,0,0,0,1,1
"AT1G12640.1",0,0,0,0,2,0
"AT1G12780.1",0,0,0,0,6,2
"AT1G12820.1",0,0,0,0,1,0
"AT1G12920.1",0,0,0,0,1,4
"AT1G13100.1",0,0,0,0,1,0
"AT1G13900.1",0,0,0,0,5,5
"AT1G14210.1",0,0,0,0,1,0
"AT1G14380.1",0,0,0,0,2,3
"AT1G14650.1",0,0,0,0,1,2
"AT1G15340.1",0,0,0,0,11,9
"AT1G15950.1",0,0,0,0,4,1
"AT1G16210.1",0,0,0,0,6,4
"AT1G16350.1",0,0,0,0,4,3
"AT1G16410.1",0,0,0,0,2,0
"AT1G16460.1",0,0,0,0,6,5
"AT1G16520.1",0,0,0,0,1,0
"AT1G16800.1",0,0,0,0,1,1
"AT1G16810.1",0,0,0,0,1,1
"AT1G16850.1",0,0,0,0,3,0
"AT1G16860.1",0,0,0,0,1,0
"AT1G16890.1",0,0,0,0,1,3
"AT1G16900.1",0,0,0,0,1,0
"AT1G17370.1",0,0,0,0,1,0
"AT1G17620.1",0,0,0,0,1,0
"AT1G17720.1",0,0,0,0,5,3
"AT1G17840.1",0,0,0,0,1,1
"AT1G17890.1",0,0,0,0,4,3
"AT1G18210.1",0,0,0,0,10,10
"AT1G18260.1",0,0,0,0,4,0
"AT1G18590.1",0,0,0,0,3,5
"AT1G18690.1",0,0,0,0,1,0
"AT1G18720.1",0,0,0,0,1,0
"AT1G19090.1",0,0,0,0,1,0
"AT1G19130.1",0,0,0,0,2,3
"AT1G19770.1",0,0,0,0,1,0
"AT1G19870.1",0,0,0,0,4,3
"AT1G20110.1",0,0,0,0,2,1
"AT1G20190.1",0,0,0,0,1,0
"AT1G20220.1",0,0,0,0,2,1
"AT1G20225.1",0,0,0,0,4,3
"AT1G20840.1",0,0,0,0,1,0
"AT1G20950.1",0,0,0,0,6,9
"AT1G20960.1",0,0,0,0,7,2
"AT1G20970.1",0,0,0,0,1,0
"AT1G21060.1",0,0,0,0,1,0
"AT1G21080.1",0,0,0,0,4,4
"AT1G21210.1",0,0,0,0,2,0
"AT1G21630.1",0,0,0,0,1,1
"AT1G21670.1",0,0,0,0,7,9
"AT1G21680.1",0,0,0,0,10,20
"AT1G21720.1",0,0,0,0,2,2
"AT1G22280.1",0,0,0,0,4,4
"AT1G22330.1",0,0,0,0,2,1
"AT1G22400.1",0,0,0,0,1,0
"AT1G22430.1",0,0,0,0,3,1
"AT1G22710.1",0,0,0,0,2,2
"AT1G22740.1",0,0,0,0,1,1
"AT1G23730.1",0,0,0,0,1,0
"AT1G23820.1",0,0,0,0,4,4
"AT1G24050.1",0,0,0,0,1,1
"AT1G24100.1",0,0,0,0,6,4
"AT1G24510.1",0,0,0,0,6,6
"AT1G24764.1",0,0,0,0,1,1
"AT1G25350.1",0,0,0,0,5,1
"AT1G25375.1",0,0,0,0,1,1
"AT1G25490.1",0,0,0,0,5,6
"AT1G25570.1",0,0,0,0,2,1
"AT1G26560.1",0,0,0,0,3,1
"AT1G26761.1",0,0,0,0,1,0
"AT1G26910.1",0,0,0,0,1,0
"AT1G26940.1",0,0,0,0,1,0
"AT1G27020.1",0,0,0,0,2,2
"AT1G27030.1",0,0,0,0,2,3
"AT1G27350.1",0,0,0,0,1,0
"AT1G27385.1",0,0,0,0,1,0
"AT1G27530.1",0,0,0,0,2,3
"AT1G27680.1",0,0,0,0,1,1
"AT1G27770.1",0,0,0,0,1,0
"AT1G28120.1",0,0,0,0,1,2
"AT1G28340.1",0,0,0,0,1,0
"AT1G28350.1",0,0,0,0,1,2
"AT1G28380.1",0,0,0,0,1,0
"AT1G28680.1",0,0,0,0,1,0
"AT1G29150.1",0,0,0,0,8,7
"AT1G29660.1",0,0,0,0,4,4
"AT1G29850.1",0,0,0,0,2,3
"AT1G29930.1",0,0,0,0,1,20
"AT1G29990.1",0,0,0,0,4,4
"AT1G30400.1",0,0,0,0,2,2
"AT1G30470.1",0,0,0,0,4,1
"AT1G30690.1",0,0,0,0,9,1
"AT1G30820.1",0,0,0,0,1,0
"AT1G30900.1",0,0,0,0,1,0
"AT1G30910.1",0,0,0,0,1,1
"AT1G31440.1",0,0,0,0,3,1
"AT1G31550.1",0,0,0,0,1,0
"AT1G31690.1",0,0,0,0,1,1
"AT1G31730.1",0,0,0,0,7,7
"AT1G32210.1",0,0,0,0,1,2
"AT1G33490.1",0,0,0,0,1,0
"AT1G33610.1",0,0,0,0,1,0
"AT1G33680.1",0,0,0,0,1,1
"AT1G33990.1",0,0,0,0,1,0
"AT1G34220.1",0,0,0,0,2,1
"AT1G34750.1",0,0,0,0,1,0
"AT1G34760.1",0,0,0,0,1,0
"AT1G35580.1",0,0,0,0,4,0
"AT1G36050.1",0,0,0,0,1,0
"AT1G36160.1",0,0,0,0,5,5
"AT1G36310.1",0,0,0,0,3,0
"AT1G36730.1",0,0,0,0,1,0
"AT1G37130.1",0,0,0,0,4,1
"AT1G42480.1",0,0,0,0,1,0
"AT1G42990.1",0,0,0,0,1,0
"AT1G43190.1",0,0,0,0,1,0
"AT1G43700.1",0,0,0,0,1,1
"AT1G43850.1",0,0,0,0,1,0
"AT1G44790.1",0,0,0,0,1,1
"AT1G44835.1",0,0,0,0,1,2
"AT1G44920.1",0,0,0,0,1,1
"AT1G45000.1",0,0,0,0,4,6
"AT1G45145.1",0,0,0,0,8,3
"AT1G45545.1",0,0,0,0,1,1
"AT1G47250.1",0,0,0,0,1,0
"AT1G47530.1",0,0,0,0,2,1
"AT1G47710.1",0,0,0,0,2,5
"AT1G47830.1",0,0,0,0,2,0
"AT1G48630.1",0,0,0,0,2,0
"AT1G48640.1",0,0,0,0,1,0
"AT1G48900.1",0,0,0,0,4,0
"AT1G49300.1",0,0,0,0,1,3
"AT1G49660.1",0,0,0,0,2,1
"AT1G49820.1",0,0,0,0,6,3
"AT1G49980.1",0,0,0,0,1,0
"AT1G50240.2",0,0,0,0,1,1
"AT1G50370.1",0,0,0,0,3,3
"AT1G50500.1",0,0,0,0,1,0
"AT1G50570.1",0,0,0,0,1,0
"AT1G50670.1",0,0,0,0,2,2
"AT1G51160.1",0,0,0,0,1,1
"AT1G51510.1",0,0,0,0,2,2
"AT1G51680.1",0,0,0,0,1,0
"AT1G51710.1",0,0,0,0,5,3
"AT1G51730.1",0,0,0,0,1,0
"AT1G51805.1",0,0,0,0,4,2
"AT1G52340.1",0,0,0,0,4,0
"AT1G52380.1",0,0,0,0,1,4
"AT1G52730.1",0,0,0,0,2,3
"AT1G53070.1",0,0,0,0,2,3
"AT1G53110.1",0,0,0,0,1,0
"AT1G53400.1",0,0,0,0,1,1
"AT1G54030.1",0,0,0,0,2,0
"AT1G54100.1",0,0,0,0,4,8
"AT1G54790.1",0,0,0,0,1,0
"AT1G55020.1",0,0,0,0,1,1
"AT1G55090.1",0,0,0,0,1,1
"AT1G55120.1",0,0,0,0,1,0
"AT1G55260.1",0,0,0,0,3,2
"AT1G55540.1",0,0,0,0,1,0
"AT1G55910.1",0,0,0,0,1,1
"AT1G56110.1",0,0,0,0,3,5
"AT1G56130.1",0,0,0,0,1,0
"AT1G57990.1",0,0,0,0,1,0
"AT1G58250.1",0,0,0,0,1,0
"AT1G59700.1",0,0,0,0,2,3
"AT1G59710.1",0,0,0,0,1,0
"AT1G60070.1",0,0,0,0,1,0
"AT1G60420.1",0,0,0,0,3,1
"AT1G60710.1",0,0,0,0,9,8
"AT1G61150.1",0,0,0,0,3,1
"AT1G61250.1",0,0,0,0,5,2
"AT1G61270.1",0,0,0,0,1,0
"AT1G61800.1",0,0,0,0,1,0
"AT1G61900.1",0,0,0,0,1,2
"AT1G62020.1",0,0,0,0,3,3
"AT1G62380.1",0,0,0,0,6,2
"AT1G62390.1",0,0,0,0,1,3
"AT1G62430.1",0,0,0,0,2,2
"AT1G62560.1",0,0,0,0,1,0
"AT1G62660.1",0,0,0,0,3,0
"AT1G62810.1",0,0,0,0,1,1
"AT1G62820.1",0,0,0,0,4,4
"AT1G62920.1",0,0,0,0,1,0
"AT1G63160.1",0,0,0,0,1,0
"AT1G63210.1",0,0,0,0,1,0
"AT1G63310.1",0,0,0,0,1,0
"AT1G63460.1",0,0,0,0,4,1
"AT1G63500.1",0,0,0,0,2,1
"AT1G63660.1",0,0,0,0,1,1
"AT1G64400.1",0,0,0,0,4,0
"AT1G64650.1",0,0,0,0,2,1
"AT1G64710.1",0,0,0,0,3,3
"AT1G64740.1",0,0,0,0,3,2
"AT1G64790.1",0,0,0,0,3,3
"AT1G64890.1",0,0,0,0,1,1
"AT1G64980.1",0,0,0,0,1,0
"AT1G65020.1",0,0,0,0,1,0
"AT1G65320.1",0,0,0,0,1,0
"AT1G65650.1",0,0,0,0,2,1
"AT1G65700.1",0,0,0,0,1,0
"AT1G65980.1",0,0,0,0,4,5
"AT1G66070.1",0,0,0,0,1,0
"AT1G66130.1",0,0,0,0,4,3
"AT1G66260.1",0,0,0,0,1,1
"AT1G66530.1",0,0,0,0,1,1
"AT1G66680.1",0,0,0,0,1,0
"AT1G67360.1",0,0,0,0,1,3
"AT1G67550.1",0,0,0,0,3,5
"AT1G67680.1",0,0,0,0,2,2
"AT1G68100.1",0,0,0,0,1,0
"AT1G68530.1",0,0,0,0,1,0
"AT1G68660.1",0,0,0,0,1,0
"AT1G68760.1",0,0,0,0,1,2
"AT1G69250.1",0,0,0,0,1,1
"AT1G69340.1",0,0,0,0,1,1
"AT1G69410.1",0,0,0,0,1,1
"AT1G69460.1",0,0,0,0,1,2
"AT1G69510.1",0,0,0,0,1,2
"AT1G70310.1",0,0,0,0,4,4
"AT1G70320.1",0,0,0,0,5,4
"AT1G70330.1",0,0,0,0,2,1
"AT1G70520.1",0,0,0,0,1,0
"AT1G70670.1",0,0,0,0,1,1
"AT1G70810.1",0,0,0,0,1,2
"AT1G70830.1",0,0,0,0,4,2
"AT1G71290.1",0,0,0,0,1,0
"AT1G71410.1",0,0,0,0,1,0
"AT1G71820.1",0,0,0,0,2,2
"AT1G71840.1",0,0,0,0,1,0
"AT1G71860.1",0,0,0,0,4,1
"AT1G71950.1",0,0,0,0,2,2
"AT1G72230.1",0,0,0,0,4,2
"AT1G72680.1",0,0,0,0,3,1
"AT1G72880.1",0,0,0,0,2,0
"AT1G72910.1",0,0,0,0,2,0
"AT1G73030.1",0,0,0,0,3,0
"AT1G73430.1",0,0,0,0,2,1
"AT1G73470.1",0,0,0,0,1,0
"AT1G73600.1",0,0,0,0,1,0
"AT1G74090.1",0,0,0,0,5,2
"AT1G74100.1",0,0,0,0,3,1
"AT1G74210.1",0,0,0,0,1,0
"AT1G74270.1",0,0,0,0,2,6
"AT1G74560.1",0,0,0,0,3,0
"AT1G74790.1",0,0,0,0,1,0
"AT1G74910.1",0,0,0,0,5,4
"AT1G75280.1",0,0,0,0,7,10
"AT1G75680.1",0,0,0,0,1,0
"AT1G75840.1",0,0,0,0,2,4
"AT1G75950.1",0,0,0,0,4,4
"AT1G75990.1",0,0,0,0,3,1
"AT1G76020.1",0,0,0,0,1,1
"AT1G76040.1",0,0,0,0,1,0
"AT1G76160.1",0,0,0,0,7,6
"AT1G76300.1",0,0,0,0,1,0
"AT1G76550.1",0,0,0,0,1,0
"AT1G76680.1",0,0,0,0,7,12
"AT1G76850.1",0,0,0,0,3,1
"AT1G76860.1",0,0,0,0,1,1
"AT1G76970.1",0,0,0,0,1,0
"AT1G77120.1",0,0,0,0,1,3
"AT1G77140.1",0,0,0,0,3,1
"AT1G77180.1",0,0,0,0,1,1
"AT1G77550.1",0,0,0,0,1,0
"AT1G78240.1",0,0,0,0,1,1
"AT1G78540.1",0,0,0,0,1,0
"AT1G78570.1",0,0,0,0,5,4
"AT1G78670.1",0,0,0,0,2,1
"AT1G78680.1",0,0,0,0,3,2
"AT1G78850.1",0,0,0,0,10,9
"AT1G78870.1",0,0,0,0,1,0
"AT1G79090.1",0,0,0,0,1,1
"AT1G79380.1",0,0,0,0,2,2
"AT1G79450.1",0,0,0,0,1,0
"AT1G79500.1",0,0,0,0,2,0
"AT1G79590.1",0,0,0,0,1,1
"AT1G79690.1",0,0,0,0,10,6
"AT1G79720.1",0,0,0,0,2,1
"AT1G79920.1",0,0,0,0,4,5
"AT1G80070.1",0,0,0,0,3,5
"AT1G80490.1",0,0,0,0,4,0
"AT2G01460.1",0,0,0,0,1,0
"AT2G01630.1",0,0,0,0,2,1
"AT2G01755.1",0,0,0,0,1,1
"AT2G02040.1",0,0,0,0,2,5
"AT2G02390.1",0,0,0,0,4,3
"AT2G02400.1",0,0,0,0,1,0
"AT2G02470.1",0,0,0,0,1,1
"AT2G02990.1",0,0,0,0,2,0
"AT2G03120.1",0,0,0,0,2,0
"AT2G03260.1",0,0,0,0,1,0
"AT2G03430.1",0,0,0,0,1,0
"AT2G03550.1",0,0,0,0,2,3
"AT2G03750.1",0,0,0,0,3,3
"AT2G03760.1",0,0,0,0,1,1
"AT2G03870.1",0,0,0,0,1,2
"AT2G03980.1",0,0,0,0,1,1
"AT2G04360.1",0,0,0,0,1,1
"AT2G04450.1",0,0,0,0,7,0
"AT2G04570.1",0,0,0,0,1,0
"AT2G04690.1",0,0,0,0,3,1
"AT2G05900.1",0,0,0,0,1,0
"AT2G07020.1",0,0,0,0,1,0
"AT2G07360.1",0,0,0,0,4,0
"AT2G11000.1",0,0,0,0,1,0
"AT2G11890.1",0,0,0,0,1,1
"AT2G13540.1",0,0,0,0,4,5
"AT2G14720.1",0,0,0,0,7,4
"AT2G15320.1",0,0,0,0,1,0
"AT2G15860.1",0,0,0,0,2,1
"AT2G16485.1",0,0,0,0,1,0
"AT2G16595.1",0,0,0,0,1,1
"AT2G16780.1",0,0,0,0,2,2
"AT2G16950.1",0,0,0,0,8,4
"AT2G17200.1",0,0,0,0,6,3
"AT2G17340.1",0,0,0,0,4,3
"AT2G17790.1",0,0,0,0,3,4
"AT2G17870.1",0,0,0,0,1,1
"AT2G17920.1",0,0,0,0,1,0
"AT2G18080.1",0,0,0,0,1,1
"AT2G18110.1",0,0,0,0,6,5
"AT2G18250.1",0,0,0,0,1,0
"AT2G18690.1",0,0,0,0,3,0
"AT2G18740.1",0,0,0,0,1,0
"AT2G18840.1",0,0,0,0,1,1
"AT2G19570.1",0,0,0,0,1,0
"AT2G19760.1",0,0,0,0,4,3
"AT2G19770.1",0,0,0,0,1,0
"AT2G19790.1",0,0,0,0,1,0
"AT2G20190.1",0,0,0,0,1,0
"AT2G20280.1",0,0,0,0,2,0
"AT2G20490.1",0,0,0,0,1,0
"AT2G20510.1",0,0,0,0,1,0
"AT2G20580.1",0,0,0,0,10,14
"AT2G20790.1",0,0,0,0,1,0
"AT2G20900.1",0,0,0,0,1,0
"AT2G21250.1",0,0,0,0,7,7
"AT2G21270.1",0,0,0,0,1,2
"AT2G21620.1",0,0,0,0,8,8
"AT2G22125.1",0,0,0,0,2,0
"AT2G22425.1",0,0,0,0,1,1
"AT2G22475.1",0,0,0,0,1,0
"AT2G22970.1",0,0,0,0,3,2
"AT2G22990.1",0,0,0,0,1,0
"AT2G23070.1",0,0,0,0,2,0
"AT2G23390.1",0,0,0,0,1,1
"AT2G23610.1",0,0,0,0,2,2
"AT2G23810.1",0,0,0,0,1,0
"AT2G23930.1",0,0,0,0,1,2
"AT2G24390.1",0,0,0,0,2,1
"AT2G24765.1",0,0,0,0,1,5
"AT2G25060.1",0,0,0,0,3,1
"AT2G25070.1",0,0,0,0,5,2
"AT2G25670.1",0,0,0,0,1,0
"AT2G25950.1",0,0,0,0,2,1
"AT2G25970.1",0,0,0,0,4,5
"AT2G26060.1",0,0,0,0,2,3
"AT2G26210.1",0,0,0,0,2,1
"AT2G26250.1",0,0,0,0,1,0
"AT2G26280.1",0,0,0,0,1,0
"AT2G26300.1",0,0,0,0,1,0
"AT2G26500.1",0,0,0,0,1,0
"AT2G26570.1",0,0,0,0,3,0
"AT2G26740.1",0,0,0,0,5,4
"AT2G26780.1",0,0,0,0,1,0
"AT2G26890.1",0,0,0,0,3,1
