Protein,Cp1_noPF,Cp2_noPF,Mt1_noPF,Mt2_noPF,Lf1_noPF,Lf2_noPF
AT2G31955.1,0,0,89364941.2,359854249.7,0,0
AT2G32060.1,0,0,19438111.9,0,351828128,301816472.8
AT2G32080.1,0,0,0,0,421694510,561246154.3
AT2G32090.1,0,0,0,0,330963064,333166792.8
AT2G32180.1,57135132.01,14959452.49,0,0,0,0
AT2G32240.1,0,0,28692056.46,106581384,2857175811,1731515231
AT2G32260.1,0,0,0,0,0,50863781.19
AT2G32290.1,55183286.53,102508418.4,0,0,0,0
AT2G32480.1,106801250.1,220354949.9,0,0,0,0
AT2G32520.1,0,0,88465433.5,569458473.4,667338086,852092133.9
AT2G32640.1,137153635.3,226292626.2,0,0,0,0
AT2G32680.1,0,0,0,0,94884752,0
AT2G32720.1,0,0,0,0,0,63994615.34
AT2G32730.1,0,0,0,0,1191291914,939246750.1
AT2G32810.1,0,0,0,0,706937086,644931304.6
AT2G32880.1,0,0,0,0,125862440,0
AT2G32920.1,0,0,41239046.36,29212556.21,435432184,320360026.9
AT2G33040.1,1404987.456,21578466.36,50960390429,46198477449,3459738428,5104975781
AT2G33120.1,0,0,219214081.1,212314172.2,375480952,157557727.2
AT2G33150.1,83427361.87,289378065.5,12786675046,8389550648,4449867086,2575690788
AT2G33210.1,0,1618537.296,19845032907,15805826726,581179902,964881392.1
AT2G33220.1,0,0,3332878959,3423649222,181471920,280285310.1
AT2G33255.1,0,0,396799856.8,334849813.2,0,46357704.2
AT2G33330.1,0,4062809.318,0,0,29550240,0
AT2G33340.1,0,0,0,0,177237110,273169991.8
AT2G33380.1,0,0,0,0,177635280,355372426.7
AT2G33450.1,2893847689,501293809.3,76451786.75,0,1173598096,568649289.8
AT2G33470.1,0,0,0,79245745.91,215034096,73818337.82
AT2G33530.1,0,0,0,0,164765672,152363075.6
AT2G33585.1,0,0,576730251.9,269835038.6,0,0
AT2G33590.1,0,0,0,0,0,70021011.67
AT2G33600.1,0,0,864211690.9,650283619,18574480,0
AT2G33610.1,0,0,37274803.86,0,0,0
AT2G33740.1,0,0,0,0,54086164,61957884.32
AT2G33800.1,10490174494,1751965086,390759482.3,260809628.4,5929719000,4854744233
AT2G33820.1,0,0,94423480.31,26253853.96,0,0
AT2G33830.1,0,22175213.72,187343923.5,305149916.4,452638884,342598611.2
AT2G33845.1,0,0,27141884.4,0,143935834,0
AT2G34040.1,0,0,466088164.1,358106143.1,342120130,769020170.3
AT2G34160.1,0,0,26499369.44,0,113450864,0
AT2G34310.1,0,0,6263602.62,0,185487056,0
AT2G34420.1,16228957.01,25996417.12,0,0,0,0
AT2G34430.1,11878291349,16724664894,1000609139,599304735.1,10912773559,5066071056
AT2G34460.1,4390834983,6422239969,384800377.8,758697041,2668456140,3086093185
AT2G34470.1,0,0,0,37686063.65,247840508,80974654.74
AT2G34480.1,17253366.16,13917969.29,423824705.3,524346867.8,1373873942,1360506769
AT2G34510.1,0,0,0,0,139086222,32893065.89
AT2G34520.1,0,0,49960483.23,0,0,0
AT2G34585.1,0,0,0,5389976.881,29592500,12322961.18
AT2G34630.1,0,0,2201803516,2449840595,0,0
AT2G34640.1,356043287.8,204152567.5,0,0,33674319,0
AT2G34810.1,0,219871409.7,0,0,443057900,389639975
AT2G35010.1,0,0,7347684837,6314953528,408608676,568669448.7
AT2G35020.1,0,0,0,0,29111050,0
AT2G35040.1,1458751512,393738488.1,0,0,1581810824,989064423.6
AT2G35050.1,0,0,0,0,80364977,16209197.91
AT2G35100.1,0,0,0,34265093.98,0,0
AT2G35120.1,0,0,1184991573,1330814484,471021634,838629660.1
AT2G35240.1,0,0,143470167.6,157186921.7,10933784,0
AT2G35370.1,378322156.7,172126515,83472326920,83242028213,4544752582,7111625414
AT2G35390.1,35532438.52,20644724.95,0,0,0,0
AT2G35410.1,4723618388,912932450.5,30528219.54,0,3005802914,2375883212
AT2G35450.1,172138523.6,0,0,0,278577100,283136985.2
AT2G35490.1,8892459077,13510228530,228159517.3,0,5851523474,5508628472
AT2G35500.1,141521400,0,0,0,62566868,0
AT2G35605.1,0,0,3008640545,3572444504,0,0
AT2G35660.1,138137841.7,354548586.9,0,0,0,77694977.13
AT2G35690.1,0,0,0,26633493.09,0,27504552.62
AT2G35720.1,0,0,1666617193,1710844043,0,0
AT2G35736.1,0,0,294268337.1,74051312.82,0,0
AT2G35780.1,0,0,0,0,249902340,37281304.76
AT2G35790.1,0,0,962153628.8,1708493084,0,0
AT2G35795.1,0,0,133466630.4,147502841.9,0,0
AT2G35800.1,130350120.1,0,0,0,0,0
AT2G35810.1,0,0,0,0,66270668,0
AT2G35820.1,0,0,0,0,63881564,60317959.62
AT2G35830.1,0,0,0,0,76084392,0
AT2G35840.1,0,0,0,0,895876460,1170278689
AT2G35860.1,0,0,0,0,41279700,24151138.42
AT2G35880.1,0,0,9152716.294,0,17995216,22598867.05
AT2G35900.1,0,0,327597035,0,0,0
AT2G35940.1,0,0,72689027.03,0,0,34676542.78
AT2G36020.1,0,0,74135987.01,156623774.4,0,0
AT2G36070.1,0,0,3010364824,3566273270,23906978,0
AT2G36130.1,0,0,0,0,181112512,471502153
AT2G36145.1,69582587.27,43662930.39,0,0,531922856,465693897.9
AT2G36160.1,0,0,174614633.9,92080509.58,700150976,631837649.1
AT2G36230.1,91394321.11,41087734.05,0,0,194486996,0
AT2G36250.1,554154002.3,9118392.535,0,0,470502956,636204296.8
AT2G36325.1,0,0,0,0,0,111426994.1
AT2G36340.1,0,0,76068441.43,0,0,0
AT2G36390.1,778103981,51571568.56,0,0,746522949,2183819023
AT2G36430.1,0,0,0,0,20420780,0
AT2G36460.1,30628002.91,0,524045146.2,485409401.1,4765773155,5522984807
AT2G36500.1,0,0,21515941.4,0,0,0
AT2G36530.1,382714015.2,189852696.6,1611896661,1353952114,16028051981,13921129414
AT2G36580.1,0,0,0,0,0,67699851.81
AT2G36830.1,72720655.51,33863254.29,102191768.6,72211730.11,4469247677,1534684622
AT2G36835.1,326968298.4,177203670.8,169489854.5,0,204114835,323260063.8
AT2G36850.1,0,0,0,0,70440288,0
AT2G36870.1,0,0,0,0,125212130,61542885.94
AT2G36880.1,0,0,247463266.3,254109594.4,1829049296,1935411224
AT2G36885.1,217266955.2,215505032.2,0,0,0,0
AT2G36970.1,0,0,0,0,0,16190255.39
AT2G37020.1,17569354.48,0,52382311.15,0,45788148,59402285.07
AT2G37040.1,0,0,0,0,0,111359525.5
AT2G37130.1,0,0,0,0,247689436,0
AT2G37170.1,0,0,74180524.46,279062797.9,1043929680,147128861.8
AT2G37190.1,0,0,17448021.6,0,0,128548442.6
AT2G37220.1,8480220353,1053806222,84958203.97,124028198.5,6119415422,7005506949
AT2G37230.1,0,0,2808678562,2981580383,13592860,0
AT2G37240.1,123788410.6,46096802.42,0,0,102839404,286763924.2
AT2G37400.1,94257537.69,45684340.74,0,0,35125760,25016999.59
AT2G37410.1,0,0,497662353.8,341908976.9,0,0
AT2G37470.1,0,37557327.41,775811104.6,1466032775,0,0
AT2G37500.1,521435934.5,121024362,0,0,180281476,527560040.4
AT2G37550.1,0,0,0,0,146988716,216736550
AT2G37620.1,0,0,133950327.7,156023225,831877960,489306133.6
AT2G37640.1,0,0,0,0,0,53622262.89
AT2G37660.1,10412027517,3331391446,72107014.37,67545019.64,10805934842,10312325015
AT2G37690.1,207904677.1,186361256.3,0,0,63679608,176048017.2
AT2G37710.1,0,0,157213324.1,39757145.4,185986336,145336301.8
AT2G37790.1,0,0,0,0,56435128,104458004.5
AT2G37860.1,90021613.1,30516828.58,0,0,136546204,31680961.17
AT2G37970.1,0,52079870.48,1014535894,745334812.7,339213746,415731662
AT2G38000.1,0,0,0,0,101090214,0
AT2G38010.1,0,0,0,0,176909682,170560409.7
AT2G38020.1,0,0,0,0,41857264,0
AT2G38040.1,6449654851,1913314933,185563429.7,76281404.74,2613068206,1703639672
AT2G38140.1,1134923976,342032205.7,0,0,1172913073,750543836.9
AT2G38230.1,0,0,28026801.19,44630425.78,1155299672,1256729225
AT2G38270.1,1738029466,360026424.2,0,0,801150056,833755765.6
AT2G38280.1,0,0,73925836.09,0,0,13589469.16
AT2G38290.1,0,0,0,0,264845040,0
AT2G38380.1,0,0,51830048.76,0,0,0
AT2G38400.1,0,0,114228849,27878792.83,0,0
AT2G38480.1,0,0,0,0,9637217,0
AT2G38530.1,56311709.24,50059536.62,36499837.63,74602263.57,1196202240,0
AT2G38540.1,1877060588,1827238200,4392660868,1952280798,4573832408,4652708118
AT2G38550.1,816971461.7,609153481.4,42045342,0,574072932,751046893.4
AT2G38660.1,0,0,1083683630,762621568.1,0,0
AT2G38670.1,0,0,4701507123,3743852596,96793910,138076505.8
AT2G38700.1,0,0,0,0,110511452,160373776.3
AT2G38740.1,0,0,0,0,85433042,83306843.2
AT2G38750.1,0,0,15681486.53,124577835.7,438386612,0
AT2G38770.1,0,0,0,0,21608636,17784634.49
AT2G38780.1,10763619.84,0,0,0,0,0
AT2G38790.1,0,0,0,0,9629523,0
AT2G38810.1,0,0,222435924.4,0,0,0
AT2G38860.1,0,0,0,0,199470940,192951696
AT2G39010.1,0,0,152646412.5,202911905.7,1717951354,346563575.9
AT2G39020.1,0,0,0,0,231403904,207378189
AT2G39050.1,0,0,0,0,50172356,106617982.7
AT2G39080.1,228428535.3,68864760.42,0,0,545724214,242776065.9
AT2G39190.1,10074821.25,60279350.27,0,0,0,0
AT2G39270.1,0,0,396253054.4,413404883.4,0,0
AT2G39290.1,43478767.64,17246981.66,0,0,0,0
AT2G39330.1,126780866.3,75520011.01,98123433.35,140178815.7,0,0
AT2G39380.1,0,62082472.64,0,0,0,0
AT2G39390.1,0,0,0,0,230283376,190134532.5
AT2G39460.1,93967978.87,283794983,1004068124,632867800.7,3696195548,3914414190
AT2G39470.1,2712692343,3108218100,65790531.81,0,1728721596,1822379791
AT2G39500.1,0,0,259373344,298526333.4,0,0
AT2G39725.1,0,0,71067756.14,0,0,0
AT2G39730.1,2.20E+11,26562188598,32245116909,32726122778,1.89E+11,1.84E+11
AT2G39770.1,0,0,0,0,469820324,180694049.6
AT2G39780.1,0,0,0,0,58920724,191968007.4
AT2G39795.1,0,0,988053789.5,1024300740,21013746,0
AT2G39800.1,18864092.38,0,314857533.8,357693228,1716091751,1056757691
AT2G39850.1,0,0,165019410.2,216435997,388433610,1055306025
AT2G39910.1,0,0,138340152.4,0,0,0
AT2G39930.1,110118538.1,44040033.05,0,0,52348904,139902289.1
AT2G39940.1,0,0,0,0,0,29434972.31
AT2G39960.1,0,0,204599724.4,217815417.7,318377640,222614446.7
AT2G39990.1,0,0,83268632.51,43822131.45,576492592,780736425.3
AT2G40010.1,0,0,158410515.4,0,0,0
AT2G40060.1,0,0,17152883.23,74039995.01,446031072,206345656.6
AT2G40090.1,0,0,494744135.8,703067864.1,0,0
AT2G40100.1,1289649409,2697820064,62714544.75,105080981.7,219668140.3,3277338820
AT2G40140.1,0,0,1508909924,2600905377,0,0
AT2G40290.1,0,0,0,0,474097742,167101998.4
AT2G40300.1,1218452228,313643268.9,0,0,332875976,327809718.4
AT2G40380.1,0,0,290588394.2,248650537.7,86892632,0
AT2G40490.1,6093317773,933631871.2,0,0,3313280328,1337668495
AT2G40510.1,0,11037810.92,315464895.8,499319163.2,1610163244,1313852734
AT2G40600.1,0,0,1420190674,1328027036,121234224,366725186.6
AT2G40660.1,0,0,6950533.322,0,394964036,543787180.2
AT2G40690.1,0,86600373.59,0,0,58070106,0
AT2G40730.1,0,0,0,0,16191289,0
AT2G40765.1,0,0,13925968047,10188191164,400182032,387664025.8
AT2G40800.1,0,0,583542524.5,577294269.2,0,0
AT2G40840.1,0,0,0,0,1938864379,7325370220
AT2G40880.1,0,0,0,0,146594040,93234663.13
AT2G40890.1,0,0,0,0,21647916,0
AT2G40940.1,0,0,406575440.3,0,0,0
AT2G41040.1,240111631.3,366293315.7,0,0,0,35451684.25
AT2G41090.1,0,0,0,0,0,212644621.1
AT2G41100.1,0,0,0,0,74696698,0
AT2G41110.1,0,34270135.5,0,0,1190461184,1112469049
AT2G41220.1,120453228.1,174281119.3,0,0,32309874,0
AT2G41250.1,0,0,145539953.5,62252441.21,0,0
AT2G41430.1,0,0,0,0,28526856,0
AT2G41475.1,0,0,322320509.2,430898012.3,334917056,0
AT2G41490.1,0,0,16065919.04,0,0,13655273.57
AT2G41520.1,0,0,0,0,33346494,0
AT2G41530.1,10915021.12,60970249.42,132287792.4,85510097.71,1713665750,3083817802
AT2G41560.1,0,0,315751925.5,240180255.8,432092036,298776319.4
AT2G41600.1,0,0,422605130.6,492744740.1,0,0
AT2G41620.1,0,0,77094464.86,105037718.6,14517194,0
AT2G41680.1,2467081555,82661090.19,0,0,2168534588,2465710718
AT2G41740.1,0,0,15181744.03,0,1590623304,659854840.6
AT2G41790.1,0,0,0,0,561186020,324380360.1
AT2G41840.1,15487564.92,0,148148445.8,175341160.2,2309337412,1971776190
AT2G41945.1,0,0,37045023.78,0,0,0
AT2G41950.1,109646909,0,0,0,42400380,115588055.8
AT2G42130.1,1834126998,1587817824,0,0,1264181896,1401653947
AT2G42210.1,0,0,12279826380,11772944710,281957984,410803706.6
AT2G42220.1,5449858400,11651834149,154818826.8,0,1917078648,2727977355
AT2G42310.1,0,0,1869669457,3053821763,0,192645497.7
AT2G42490.1,0,0,533292199.3,824011665.8,0,0
AT2G42500.1,0,0,27172422.33,0,444050824,121113842.5
AT2G42520.1,0,0,111429191.4,88231747.69,87880056,269875564.3
AT2G42530.1,3751080968,1882822285,205459172.2,26547987.07,10846086322,7961825546
AT2G42540.1,11152983432,9200102505,235115874.1,304358145.2,34063549048,22868944419
AT2G42590.1,0,17447600.72,187311152.6,273985018,4949306396,5087097160
AT2G42600.1,0,0,51497883.78,106934213.2,3117117858,2604560139
AT2G42690.1,0,0,35032984.66,0,777088608,554019270.1
AT2G42710.1,25762636.28,0,1148190059,1118650979,0,0
AT2G42740.1,6529244.098,19591408.88,1220798564,973359126.9,5774763380,4710307807
AT2G42790.1,0,0,867585802,460802172.9,113018172,124418405.3
AT2G42810.1,0,0,0,0,127039978,100637137.3
AT2G42910.1,0,0,0,0,329922260,280939231.4
AT2G42975.1,15934887.48,386353400.4,0,0,0,36044694.9
AT2G43030.1,13182659943,3228632989,484030976.6,341743591.4,8284424510,5520198115
AT2G43080.1,0,0,83459726.54,0,0,0
AT2G43090.1,1651030969,418834578.8,0,0,710892300,595321004.7
AT2G43100.1,0,0,0,0,97754792,0
AT2G43180.1,123855876.1,56440892.64,0,0,38101642.25,116742825.1
AT2G43230.1,0,0,0,23761824.76,0,0
AT2G43235.1,16418527.73,11558616.84,0,42578607.6,18957438,0
AT2G43350.1,0,0,0,0,0,89878678.6
AT2G43360.1,0,0,100684194.2,44890761.93,0,0
AT2G43400.1,0,0,1611116039,996823020.3,0,0
AT2G43420.1,0,0,0,0,0,72399401.73
AT2G43460.1,0,41931661.77,646922548.2,660292846.1,1389891945,215039313.5
AT2G43530.1,36054317.64,0,90836481.91,322094230.8,0,0
AT2G43560.1,4427267362,5185507275,0,0,2373059590,2997882548
AT2G43570.1,0,0,0,0,314088112,0
AT2G43630.1,309901067.7,0,30179952.05,39803738.14,0,37897903.65
AT2G43710.1,658199780.3,72156606.1,0,0,370442343,391370005.2
AT2G43750.1,6610715283,1554994793,0,0,6533554648,5248341446
AT2G43760.1,0,0,0,0,66452032,33014407.35
AT2G43770.1,0,0,0,0,96815222,62563448.16
AT2G43780.1,0,0,2047714638,57126700.54,0,0
AT2G43790.1,0,0,0,0,472311216,213561276.9
AT2G43820.1,0,0,0,0,21855032,17314514.59
AT2G43850.1,0,0,60316722.75,0,0,0
AT2G43910.1,0,0,46889664.42,41671405.64,1472720912,900343459.4
AT2G43940.1,0,0,0,0,13323937,0
AT2G43945.1,1061795555,338855803.8,0,0,702767130,958488263.7
AT2G43950.1,350591704.8,183193897.9,0,35057373.62,169424854,226490931.4
AT2G43960.1,0,0,0,0,0,14463436.44
AT2G44020.1,0,0,126662295.4,162120938.8,0,0
AT2G44040.1,523292124.1,102712822,0,0,378509336,441653101.3
AT2G44050.1,1182494189,369402281.4,0,0,1179759296,1032165559
AT2G44060.1,23039142.87,18568361.35,774842212.3,532168489.6,2729409058,1752834581
AT2G44065.1,0,0,241387707.1,277150568.2,0,0
AT2G44100.1,0,0,37192793.71,0,316784160,288140766.5
AT2G44120.1,0,0,180880609.1,0,667056848,469466194.9
AT2G44160.1,0,0,0,0,936467353.3,676463439.8
AT2G44210.1,0,0,0,0,128811344,277119173.8
AT2G44230.1,0,0,0,0,19424718,0
AT2G44290.1,0,0,0,0,177046512,0
AT2G44310.1,0,0,0,0,670825992,655397891.9
AT2G44350.1,0,0,41584616173,36987007482,1741418040,1789712214
AT2G44490.1,0,0,113264164,276855514.7,241232334,110120615.8
AT2G44525.1,0,0,938723971.2,1209118442,0,0
AT2G44530.1,79904303.97,143265471.5,0,0,0,0
AT2G44610.1,0,196627215.4,222617224.9,1042523095,666500592,667934699.8
AT2G44620.1,0,0,4254755491,4528349908,0,0
AT2G44640.1,1773648319,715135290.2,324804563.2,209123283.5,828963280,1072448402
AT2G44650.1,1007106591,0,0,0,1685097696,1918882356
AT2G44730.1,0,0,170526241.2,121939126,0,0
AT2G44750.1,0,0,0,0,16173535,0
AT2G44760.1,154418866.5,0,0,0,101519062,0
AT2G44790.1,0,0,105481136.9,0,231082832,159610189.5
AT2G44870.1,59180049.96,285374343.6,0,0,0,56219378.29
AT2G44890.1,24418979.37,0,0,0,0,0
AT2G44920.1,1857103071,988002615.5,0,0,1262258288,1649007848
AT2G45000.1,0,0,26400230.78,0,55674740,0
AT2G45030.1,0,0,250928439.2,0,0,0
AT2G45060.1,0,0,7128886287,8524064595,166177650,142054451.1
AT2G45070.1,0,0,62684493.06,0,0,100342064.3
AT2G45140.1,0,14720079.93,50885498.89,57359421.24,186830566,188148710
AT2G45180.1,0,0,0,0,24061464,0
AT2G45200.1,0,0,146774912,0,0,0
AT2G45220.1,0,7846277.313,0,0,0,0
AT2G45240.1,0,0,0,0,51193192,0
AT2G45290.1,195594556.1,54978447.6,0,0,46125900,30297292.56
AT2G45300.1,203814553.9,9705859.333,0,0,120863432,67876824.79
AT2G45440.1,0,0,0,0,0,23134546.58
AT2G45470.1,0,21526300.9,0,234785361.1,5900654064,4094531892
AT2G45600.1,0,0,0,0,58258760,0
AT2G45640.1,0,0,0,0,52407144,21622999.02
AT2G45740.1,5068382.522,0,789380447.3,748736255.8,501362640,213853075.3
AT2G45770.1,343643425.5,41611434.29,0,0,411519024,105727268.5
AT2G45790.1,0,0,68674311.55,0,1443500496,808876138.2
AT2G45810.1,0,0,0,0,49341293,0
AT2G45820.1,0,22844544.22,617373504.9,162381517.9,3734027900,3187632271
AT2G45850.1,0,0,156827692.3,0,0,0
AT2G45960.1,0,0,710590403.4,716816267.7,3816836832,1806687525
AT2G45980.1,0,0,535839933.1,1117638222,0,0
AT2G45990.1,917933182.5,362872568.4,0,0,783088732,2166997957
AT2G46090.1,0,183038961.8,0,0,0,0
AT2G46100.1,59719730.85,61065454.11,0,0,59581068,0
AT2G46110.1,0,0,1908160707,1181258593,0,0
AT2G46170.1,0,0,0,57901590.7,0,0
AT2G46190.1,0,88054902.4,0,0,0,0
AT2G46220.1,25746239.91,7864674.897,0,0,0,0
AT2G46280.1,0,0,170968369.5,85148259.16,655210626,1537698214
AT2G46310.1,30867550.12,60591661.52,0,0,60988592,56719049.52
AT2G46320.1,0,0,251996101.8,116926741.5,0,0
AT2G46470.1,0,0,172494090.8,250844387.7,0,0
AT2G46505.1,0,0,840366885.8,1839956829,0,0
AT2G46520.1,0,0,0,0,363957880,318063801.6
AT2G46540.1,0,0,9406136833,11199120802,0,111006902.3
AT2G46600.1,0,0,0,0,20821202,0
AT2G46650.1,0,0,102823032,147604455.8,158292496,158281062.6
AT2G46820.1,20699568563,25562551015,1893850492,1043476983,11710818474,12467616367
AT2G46910.1,301185285.7,220606851,0,0,0,0
AT2G46915.1,0,26633452.2,0,0,0,0
AT2G46930.1,0,0,0,0,0,28202369.34
AT2G47000.1,0,0,0,0,172400416,0
AT2G47010.1,0,0,0,0,0,26778425.72
AT2G47020.1,0,0,77701499.24,28270299.01,0,0
AT2G47060.1,0,0,0,58076543.99,0,0
AT2G47110.1,0,0,440416849.3,446190880,391350944,491492579.7
AT2G47380.1,0,0,652775914.7,234446439.5,0,0
AT2G47390.1,2336971273,462014557.1,924177644.2,1127697340,2646049562,2998977276
AT2G47400.1,1498753794,404737996.6,0,0,1471534046,2250313330
AT2G47450.1,1522694216,109287251.6,0,0,808945452,106000461.5
AT2G47470.1,0,0,1665946867,1076628155,3711889556,3456152780
AT2G47490.1,0,0,522401225.4,993505535.4,0,0
AT2G47510.1,0,0,20783391502,17946800599,672514112,1046492285
AT2G47610.1,0,0,292264070,110897951.5,987259952,560770663.9
AT2G47620.1,0,0,0,70200852.42,0,0
AT2G47640.1,0,0,0,0,111292656,102525547
AT2G47650.1,0,0,0,43176673.7,0,24550815.71
AT2G47710.1,0,0,209979691.8,194356404.1,529012376,480084646.7
AT2G47730.1,836959557.5,194273182.3,652010493.6,313033961.8,9763247548,4661874196
AT2G47750.1,0,0,0,263535461.8,0,0
AT2G47830.1,0,0,21043419.2,18293815.36,0,0
AT2G47840.1,562819430.9,102851597.3,71859723.43,0,201216164,342630230.5
AT2G47910.1,161997777.3,0,0,0,82373824,119993803.8
AT2G47940.1,1358792463,85424014.84,0,0,699672606,507112616
AT2G47960.1,0,0,0,0,25259512,0
AT2G47970.1,0,0,0,0,52872204,83948752.47
AT2G47980.1,0,7493407.431,16701288.94,0,0,0
AT2G48070.1,687138238.4,586996867.5,0,0,147975048,0
AT3G01060.1,429915056.9,872578246.3,0,0,305658334,257340489.4
AT3G01090.1,0,0,0,0,48535252,21041306.86
AT3G01120.1,323343142.4,29490625.22,0,0,402046802,70632678.18
AT3G01130.1,0,0,11703879275,12639154080,60345572,61781735.91
AT3G01180.1,237678846.6,195121415.2,0,0,0,0
AT3G01280.1,79143162.98,150333383.5,74832495139,81800727011,4725255512,4197508253
AT3G01290.1,0,0,460622272.5,507924276.7,1018512848,118062544.5
AT3G01310.1,0,0,0,0,108930335.5,142944364.3
AT3G01340.1,0,0,20444219.41,0,520194622,429011012.9
AT3G01390.1,50719727.09,28804558.41,2257042575,2656983381,1377718735,2609348418
AT3G01440.1,1551987295,1921053347,0,0,760632700,925230417.6
AT3G01480.1,7938713434,10074262418,0,0,5963264897,5566299771
AT3G01490.1,0,0,0,0,31324518,0
AT3G01500.1,38068343027,1015894990,3922511729,3679727226,45456244494,37643251309
AT3G01510.1,841668375.1,100621465.5,0,0,690513448,840887581.6
AT3G01520.1,0,0,0,0,148454454,81817552.54
AT3G01660.1,224667557.6,56229327.61,0,0,67885720,329111114.8
AT3G01670.1,0,0,263420509.2,597223003,63452562,0
AT3G01680.1,0,23195001.32,459833466,175313185.3,42532304,172125255.8
AT3G01720.1,0,0,32061042.59,0,0,0
AT3G01740.1,0,0,255299495.1,181202445.1,0,0
AT3G01770.1,144953207.4,14195730.59,0,0,0,0
AT3G01790.1,0,0,781724787.4,272331458.5,0,0
AT3G01800.1,0,0,1025963167,1409969096,28134742,0
AT3G01830.1,0,0,0,0,32600002,0
AT3G01910.1,0,14173400.27,4867195125,4892946954,1345914160,1748048868
AT3G01920.1,0,0,0,0,42426852,0
AT3G01980.1,0,0,0,45729860.66,21485220,0
AT3G02080.1,0,0,0,0,1039123320,952282211.3
AT3G02090.1,143065566.4,178131392.9,1.43E+11,1.52E+11,6243126986,9323150829
AT3G02110.1,0,0,0,0,33900272,0
AT3G02200.1,0,0,0,0,508879132,180251754.6
AT3G02230.1,0,0,0,0,416513476,206840682.1
AT3G02260.1,0,0,0,0,6475682.5,6279859.293
AT3G02350.1,0,0,58258211.44,56520931.67,0,0
AT3G02360.1,0,0,130160993.9,182670529.2,59350555012,2085984178
AT3G02420.1,0,0,24573891.84,52613205.68,31631210,21961052.71
AT3G02450.1,21434226.71,10559779.24,0,0,0,0
AT3G02490.1,0,0,83456155.28,81511016.22,0,0
AT3G02520.1,0,0,0,44913281.03,502947296,396556892.2
AT3G02530.1,0,0,0,0,183985832,100475498.3
AT3G02540.1,0,0,0,0,81870704,220831377.8
AT3G02550.1,0,0,0,0,138652304,194230318
AT3G02560.1,0,0,152868090.4,212400047.7,882901420,654560059.7
AT3G02630.1,137801420.8,32939104.68,0,0,0,0
AT3G02650.1,0,0,886076232.4,901053262.6,31344920,0
AT3G02660.1,174972867.6,0,238306373.9,299092851.1,231437422,194894789.1
AT3G02710.1,0,0,0,0,0,11578642.24
AT3G02720.1,0,0,0,0,0,187921408.3
AT3G02730.1,1447193239,285000945.1,468258370.9,0,1204230288,1803051661
AT3G02740.1,0,0,0,0,36623668,42681224.56
AT3G02760.1,0,0,0,0,245421016,85853245.51
AT3G02770.1,0,0,0,0,0,18436014368
AT3G02780.1,29203995.39,0,231867816.1,250570743.1,153166776,66338348.3
AT3G02830.1,0,0,0,0,133473776,0
AT3G02870.1,0,0,0,0,280026856,479824293.5
AT3G02880.1,0,0,154557795,86238465.03,896425536,436876258.8
AT3G02900.1,59264679.34,0,0,0,0,0
AT3G03060.1,0,0,919246765.5,1323781110,0,0
AT3G03070.1,0,0,2177663712,2132397144,0,0
AT3G03100.1,75144446.33,0,14692819197,12819229926,584167486,864098291.2
AT3G03150.1,0,0,67937164.69,646441170.9,263308376,239309825.4
AT3G03250.1,0,0,194204570.1,120496302.3,3455548298,4593902993
AT3G03330.1,0,0,26652275.75,0,0,0
